DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
166348,166348,,Mk10,00:00:00 08-Oct-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,00:00:00 28-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 28-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 28-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,00:00:00 29-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 29-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 30-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 31-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 01-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,06:00:00 03-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 03-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,18:00:00 04-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,00:00:00 06-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,18:00:00 06-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,12:00:00 07-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,18:00:00 07-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 08-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 10-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,00:00:00 14-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 16-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 18-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 19-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 20-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,12:00:00 20-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,06:00:00 22-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,12:00:00 22-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,00:00:00 24-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
166348,166348,,Mk10,00:00:00 27-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,18:00:00 27-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,06:00:00 28-Nov-2016,,,,0.000000,0.000000,Status,,,
166348,166348,,Mk10,18:00:00 29-Nov-2016,,,,0.000000,0.000000,Status,,,
