DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149132,149132,Mk10,Strong,03-May-2015,19:16:16,03-May-2015,19:16:17
149132,149132,Mk10,Strong,14-Sep-2015,16:47:22,14-Sep-2015,16:47:35
