DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
178560,178560,,Mk10,18:00:00 10-Feb-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,00:00:00 11-Feb-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,00:00:00 07-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,06:00:00 07-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,12:00:00 07-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 07-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,06:00:00 08-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 09-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,12:00:00 10-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 10-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,00:00:00 11-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,12:00:00 11-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,00:00:00 12-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,06:00:00 13-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,12:00:00 13-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,06:00:00 15-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 15-Jun-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,00:00:00 16-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,06:00:00 16-Jun-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,18:00:00 16-Jun-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,00:00:00 17-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 17-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,12:00:00 18-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
178560,178560,,Mk10,18:00:00 18-Jun-2019,,,,0.000000,0.000000,Status,,,
178560,178560,,Mk10,00:00:00 19-Jun-2019,,,,0.000000,0.000000,Fast-GPS,,,
