"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",178571,5861,47.69393,-122.14862,2,02/11/2019 17:06:58,Argos,0,600,NK,,401677479.64,02/11/2019 17:00:19,1,11,0,-121,401677479.64,-122.14862,47.69393,-122.14862,47.69393,58,3,454,719,287,77,215,70,4,151,16,18,209,39,50,40,134,0,5,0,82,120,121,68,0,2,128,15,32,0,127,192,0,0,,,,,
"",178571,5861,47.69393,-122.14862,2,02/11/2019 17:06:58,Argos,0,600,NK,,401677479.64,02/11/2019 17:01:19,1,11,0,-121,401677479.64,-122.14862,47.69393,-122.14862,47.69393,58,3,454,719,287,77,215,6,179,97,16,82,0,48,50,39,246,0,5,0,80,120,121,64,0,3,170,220,128,15,0,0,127,192,,,,,
"",178571,5861,47.69024,-122.14998,1,02/11/2019 17:06:58,Argos,0,480,NK,,401677475.78,02/11/2019 17:02:19,1,6,0,-124,401677475.78,-122.14998,47.69024,-122.14998,47.69024,50,0,812,1254,525,60,442,6,4,151,16,146,100,58,50,39,230,0,5,0,80,120,121,64,0,2,128,15,0,0,127,192,0,0,,,,,
"",178571,5861,47.69393,-122.14862,2,02/11/2019 17:06:58,Argos,0,600,NK,,401677479.64,02/11/2019 17:03:19,1,11,0,-121,401677479.64,-122.14862,47.69393,-122.14862,47.69393,58,3,454,719,287,77,215,6,179,81,16,210,0,50,50,40,6,0,5,0,80,120,121,64,0,3,247,12,128,15,0,0,127,192,,,,,
"",178571,5861,47.69024,-122.14998,1,02/11/2019 17:06:58,Argos,0,480,NK,,401677475.78,02/11/2019 17:04:19,1,6,0,-124,401677475.78,-122.14998,47.69024,-122.14998,47.69024,50,0,812,1254,525,60,442,6,4,151,17,18,102,81,50,23,246,0,5,0,80,120,121,68,0,2,128,15,0,0,127,192,0,0,,,,,
"",178571,5861,47.69393,-122.14862,2,02/11/2019 17:06:58,Argos,0,600,NK,,401677479.64,02/11/2019 17:05:19,1,11,0,-121,401677479.64,-122.14862,47.69393,-122.14862,47.69393,58,3,454,719,287,77,215,6,171,79,17,82,0,52,50,40,6,0,5,0,80,120,121,64,0,3,170,1,128,15,0,0,127,192,,,,,
"",178571,5861,47.69091,-122.14961,2,02/11/2019 17:07:48,Argos,0,720,NN,,401677471.4,02/11/2019 17:06:19,1,12,1,-117,401677471.4,-122.14961,47.69091,-122.14961,47.69091,56,3,292,450,188,82,515,6,4,151,17,146,22,72,50,24,6,0,5,0,80,120,121,64,0,2,128,15,0,0,127,192,0,0,,,,,
"",178571,5861,47.69393,-122.14862,2,02/11/2019 17:06:58,Argos,0,600,NK,,401677479.64,02/11/2019 17:06:19,1,11,0,-121,401677479.64,-122.14862,47.69393,-122.14862,47.69393,58,3,454,719,287,77,215,6,4,151,17,146,22,72,50,24,6,0,5,0,80,120,121,64,0,2,128,15,0,0,127,192,0,0,,,,,
"",178571,5861,47.69024,-122.14998,1,02/11/2019 17:06:58,Argos,0,480,NK,,401677475.78,02/11/2019 17:07:19,1,6,0,-124,401677475.78,-122.14998,47.69024,-122.14998,47.69024,50,0,812,1254,525,60,442,6,179,71,17,210,0,54,50,40,6,0,5,0,80,120,121,64,0,3,228,190,128,15,0,0,127,192,,,,,
"",178571,5861,47.69091,-122.14961,2,02/11/2019 17:07:48,Argos,0,720,NN,,401677471.4,02/11/2019 17:07:19,1,12,1,-117,401677471.4,-122.14961,47.69091,-122.14961,47.69091,56,3,292,450,188,82,515,6,179,71,17,210,0,54,50,40,6,0,5,0,80,120,121,64,0,3,228,190,128,15,0,0,127,192,,,,,
