DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
224325,224325,0.500000,UT,,,08:20:05 13-Jul-2022,,0,13.4089,144.5732,,,,,30173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,08:20:20 13-Jul-2022,,0,13.4089,144.5732,,,,,,3.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,1.00a,,08:20:35 13-Jul-2022,,0,13.4089,144.5732,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,08:20:50 13-Jul-2022,,0,13.4089,144.5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,08:21:05 13-Jul-2022,,0,13.4089,144.5732,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:07:08 13-Jul-2022,,0,13.4169,144.5804,,,,,30183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:07:23 13-Jul-2022,,0,13.4169,144.5804,,,,,,3.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,1.00a,,09:07:38 13-Jul-2022,,0,13.4169,144.5804,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:07:53 13-Jul-2022,,0,13.4169,144.5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,1.00a,,09:58:20 13-Jul-2022,,0,13.4261,144.6233,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:58:35 13-Jul-2022,,0,13.4261,144.6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:58:50 13-Jul-2022,,0,13.4261,144.6233,,,,,,,,,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,09:59:05 13-Jul-2022,,0,13.4261,144.6233,,,,,30194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,12:25:39 13-Jul-2022,,0,13.4348,144.6387,,,,,30216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
224325,224325,0.500000,UT,,,12:25:54 13-Jul-2022,,0,13.4348,144.6387,,,,,,3.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
