DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
178559,178559,,Mk10,23:00:00 10-Feb-2019,,,,0.0,12.7,Status
178559,178559,,Mk10,12:00:00 07-Jun-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,07:00:00 15-Jun-2019,,,,0.0,29.6,Status
178559,178559,,Mk10,01:00:00 18-Jun-2019,,,,0.0,29.4,Status
178559,178559,,Mk10,20:00:00 23-Jun-2019,,,,0.0,29.5,Status
178559,178559,,Mk10,00:00:00 24-Jun-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,20:00:00 29-Jun-2019,,,,0.0,29.6,Status
178559,178559,,Mk10,08:00:00 01-Jul-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,01:00:00 02-Jul-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,21:00:00 03-Jul-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,20:00:00 09-Jul-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,00:00:00 19-Jul-2019,,,,0.0,29.9,Status
178559,178559,,Mk10,11:00:00 21-Jul-2019,,,,0.0,29.8,Status
178559,178559,,Mk10,23:00:00 08-Aug-2019,,,,0.0,29.2,Status
178559,178559,,Mk10,09:00:00 16-Aug-2019,,,,0.0,29.5,Status
178559,178559,,Mk10,20:00:00 17-Aug-2019,,,,0.0,29.5,Status
178559,178559,,Mk10,20:00:00 19-Aug-2019,,,,0.0,29.4,Status
178559,178559,,Mk10,11:00:00 20-Aug-2019,,,,0.0,30.1,Status
178559,178559,,Mk10,09:00:00 25-Aug-2019,,,,0.0,29.9,Status
178559,178559,,Mk10,23:00:00 26-Aug-2019,,,,0.0,29.8,Status
178559,178559,,Mk10,00:00:00 28-Aug-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,22:00:00 30-Aug-2019,,,,0.0,30.2,Status
178559,178559,,Mk10,22:00:00 06-Sep-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,22:00:00 08-Sep-2019,,,,0.0,29.5,Status
178559,178559,,Mk10,11:00:00 16-Sep-2019,,,,0.0,29.1,Status
178559,178559,,Mk10,10:00:00 18-Sep-2019,,,,0.0,29.0,Status
178559,178559,,Mk10,09:00:00 20-Sep-2019,,,,0.0,29.4,Status
178559,178559,,Mk10,00:00:00 22-Sep-2019,,,,0.0,29.6,Status
178559,178559,,Mk10,11:00:00 24-Sep-2019,,,,0.0,30.0,Status
178559,178559,,Mk10,23:00:00 24-Sep-2019,,,,0.0,30.0,Status
178559,178559,,Mk10,10:00:00 25-Sep-2019,,,,0.0,30.7,Status
178559,178559,,Mk10,00:00:00 08-Oct-2019,,,,0.0,29.2,Status
178559,178559,,Mk10,10:00:00 10-Oct-2019,,,,0.0,29.4,Status
178559,178559,,Mk10,10:00:00 15-Oct-2019,,,,0.0,29.8,Status
178559,178559,,Mk10,23:00:00 18-Oct-2019,,,,0.0,30.0,Status
178559,178559,,Mk10,11:00:00 23-Oct-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,11:00:00 24-Oct-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,11:00:00 05-Nov-2019,,,,0.0,29.7,Status
178559,178559,,Mk10,22:00:00 06-Nov-2019,,,,0.0,29.8,Status
178559,178559,,Mk10,11:00:00 09-Nov-2019,,,,0.0,29.6,Status
178559,178559,,Mk10,11:00:00 14-Nov-2019,,,,0.0,29.9,Status
178559,178559,,Mk10,08:00:00 29-Nov-2019,,,,0.0,29.0,Status
178559,178559,,Mk10,10:00:00 03-Dec-2019,,,,0.0,28.9,Status
178559,178559,,Mk10,21:00:00 05-Dec-2019,,,,0.0,28.5,Status
178559,178559,,Mk10,09:00:00 21-Dec-2019,,,,0.0,28.2,Status
178559,178559,,Mk10,11:00:00 24-Dec-2019,,,,0.0,28.1,Status
178559,178559,,Mk10,00:00:00 25-Dec-2019,,,,0.0,28.2,Status
178559,178559,,Mk10,01:00:00 31-Dec-2019,,,,0.0,27.8,Status
178559,178559,,Mk10,20:00:00 31-Dec-2019,,,,0.0,27.6,Status
