Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
131998,16-Jul-2014,06:24:00,9,33.000000,40,8,0,7,13.46600,144.64500,06:47:26 16-Jul-2014,N,13.46443,144.64703,54,,,7.8,0.1,,,,15,7,12437,,,,20,214,,,,13,29179,,,,23,18775,,,,1,13363,,,,11,1300,,,,8,15410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,16-Jul-2014,12:32:19,1,33.000000,41,,0,9,13.46600,144.64500,06:47:26 16-Jul-2014,N,13.46347,144.64146,54,1,,10.9,0.6,,,,15,10,7784,,,,6,16338,,,,7,31535,,,,4,10952,,,,9,29804,,,,17,8475,,,,8,2826,,,,13,23693,,,,30,11758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,17-Jul-2014,20:58:35,1,33.000000,46,11,0,7,13.41500,144.64700,20:39:32 18-Jul-2014,R,13.41296,144.65034,54,,,11.1,0.8,,,,15,15,32658,,,,18,8342,,,,25,2506,,,,12,29562,,,,29,4788,,,,22,15550,,,,24,26732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,24-Jul-2014,07:58:08,1,33.000000,65,,0,9,13.40900,144.64200,07:00:22 25-Jul-2014,K,13.41228,144.65036,54,,,8.1,1.4,,,,15,28,16139,,,,4,17534,,,,1,31742,,,,32,19339,,,,8,28180,,,,11,31984,,,,20,21486,,,,30,26404,,,,17,15470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,04-Aug-2014,04:45:04,1,34.000000,102,124,0,6,13.40800,144.66400,00:05:31 05-Aug-2014,A,13.41292,144.64610,54,,,5.4,1.1,,,,15,7,22524,,,,1,24201,,,,11,2912,,,,32,2953,,,,19,2281,,,,16,10854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,08-Aug-2014,02:18:48,1,35.000000,115,145,0,8,13.41200,144.64500,22:45:53 08-Aug-2014,A,13.41272,144.64604,54,1,,6.5,0.5,,,,15,27,22988,,,,3,4042,,,,31,18221,,,,19,20309,,,,16,6474,,,,11,23007,,,,23,291,,,,13,17395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,11-Aug-2014,01:15:23,1,35.000000,124,159,0,5,13.40800,144.64500,23:22:46 11-Aug-2014,A,13.41301,144.64563,54,,,2.3,0.3,,,,15,27,26821,,,,31,23841,,,,19,13541,,,,22,21708,,,,21,13841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,15-Aug-2014,18:18:48,1,35.000000,137,185,0,7,13.41500,144.65500,09:25:44 16-Aug-2014,R,13.41326,144.65504,54,1,,2.5,1.8,,,,15,12,31781,,,,25,18201,,,,18,10990,,,,9,24414,,,,15,18739,,,,29,28432,,,,22,18980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,18-Aug-2014,03:11:25,1,35.000000,144,193,0,5,13.41800,144.64600,22:41:08 18-Aug-2014,A,13.41300,144.64594,54,,,18.6,1.1,,,,15,11,16616,,,,1,19864,,,,32,29707,,,,23,9435,,,,27,27892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131998,18-Aug-2014,09:54:01,1,35.000000,145,,0,9,13.41300,144.64594,03:12:01.052031 18-Aug-2014,FastGPS,13.41353,144.65170,54,,,10.1,0.5,,,,15,17,18485,,,,6,23305,,,,10,6310,,,,13,22884,,,,2,28871,,,,23,25418,,,,4,4840,,,,5,26391,,,,30,12655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
