Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
178578,24-Jul-2022,15:16:00,1,,,,,0,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,12:59:00,1,45.000000,31,0,0,5,,,,,,,,,,,,,,,15,15,102,,,,12,3519,,,,25,20846,,,,24,17411,,,,23,6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,13:51:00,3,45.000000,36,0,0,6,,,,,,,,,,,,,,,15,25,8864,,,,23,11294,,,,32,2099,,,,10,32044,,,,28,4832,,,,22,13383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,14:11:00,1,45.000000,37,0,1,5,,,,,,,,,,,,,,,15,10,14404,,,,12,24260,,,,25,22756,,,,32,3437,,,,23,28852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,14:12:00,4,45.000000,38,0,1,5,,,,,,,,,,,,,,,15,10,21172,,,,12,26914,,,,25,27857,,,,32,13334,,,,28,30298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:32:35,3,45.000000,39,0,0,7,,,,,,,,,,,,,,,15,32,5225,,,,10,13770,,,,25,16824,,,,22,10340,,,,28,26568,,,,26,31788,,,,29,28033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:35:10,2,45.000000,40,1,0,7,,,,,,,,,,,,,,,15,10,1008,,,,32,5082,,,,25,2131,,,,28,24347,,,,29,22894,,,,22,13493,,,,31,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:36:25,3,45.000000,41,1,0,7,,,,,,,,,,,,,,,15,25,271,,,,10,62,,,,22,20282,,,,31,15987,,,,32,10220,,,,29,25586,,,,12,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:37:00,1,45.000000,42,1,0,7,,,,,,,,,,,,,,,15,32,12477,,,,25,32010,,,,10,32219,,,,22,23322,,,,28,30430,,,,29,26694,,,,31,17982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:40:03,2,45.000000,43,1,0,7,,,,,,,,,,,,,,,15,32,10828,,,,29,18990,,,,10,15870,,,,22,25888,,,,26,1563,,,,25,13522,,,,23,11422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:41:10,1,45.000000,44,1,0,7,,,,,,,,,,,,,,,15,32,23338,,,,10,23049,,,,29,29266,,,,25,19936,,,,22,7258,,,,26,13655,,,,28,6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:43:27,1,45.000000,46,1,0,7,,,,,,,,,,,,,,,15,32,30100,,,,10,18977,,,,25,14362,,,,22,17367,,,,28,11868,,,,29,31423,,,,26,19578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,15:52:10,1,45.000000,47,1,0,7,,,,,,,,,,,,,,,15,32,16890,,,,10,31096,,,,31,20895,,,,25,21203,,,,28,29713,,,,22,17978,,,,29,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,16:05:27,2,45.000000,48,1,0,7,,,,,,,,,,,,,,,15,32,24385,,,,29,12527,,,,26,9308,,,,10,14812,,,,22,16844,,,,31,3488,,,,16,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,16:08:23,1,45.000000,49,2,0,7,,,,,,,,,,,,,,,15,32,23177,,,,10,2046,,,,29,5082,,,,28,9801,,,,22,21426,,,,25,16784,,,,26,8124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,16:17:49,1,45.000000,50,2,0,7,,,,,,,,,,,,,,,15,32,6809,,,,28,3221,,,,10,16662,,,,26,25867,,,,25,27458,,,,22,24700,,,,29,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,16:20:57,1,45.000000,51,2,0,7,,,,,,,,,,,,,,,15,32,1161,,,,10,502,,,,29,21942,,,,22,25908,,,,31,1291,,,,26,21147,,,,16,6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,16:30:25,1,45.000000,52,2,0,7,,,,,,,,,,,,,,,15,32,6986,,,,18,16754,,,,28,23402,,,,22,20603,,,,31,26563,,,,29,8086,,,,25,16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,17:13:09,1,45.000000,54,3,0,7,,,,,,,,,,,,,,,15,32,15250,,,,16,47,,,,26,29130,,,,18,22073,,,,27,22770,,,,31,19090,,,,28,21325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,17:41:34,1,45.000000,56,3,0,7,,,,,,,,,,,,,,,15,32,13896,,,,18,7990,,,,27,13986,,,,29,32150,,,,26,32246,,,,31,29642,,,,22,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,17:48:03,2,45.000000,57,3,0,7,,,,,,,,,,,,,,,15,18,3960,,,,26,19189,,,,31,304,,,,32,14185,,,,28,27224,,,,22,19203,,,,16,29826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,28-Jun-2023,17:58:13,3,45.000000,58,4,0,7,,,,,,,,,,,,,,,15,32,6272,,,,26,11116,,,,22,31660,,,,27,20681,,,,18,7720,,,,31,17191,,,,16,30666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,29-Jun-2023,00:46:53,1,45.000000,59,6,0,7,,,,,,,,,,,,,,,15,3,21620,,,,8,7863,,,,21,20665,,,,2,2668,,,,4,18938,,,,7,4850,,,,30,28274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,29-Jun-2023,07:30:01,1,45.000000,60,7,0,7,,,,,,,,,,,,,,,15,11,30782,,,,13,19425,,,,7,1327,,,,30,14766,,,,6,27714,,,,20,9282,,,,15,14280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,29-Jun-2023,19:38:38,1,45.000000,62,7,0,5,,,,,,,,,,,,,,,15,31,6249,,,,27,4208,,,,28,21762,,,,16,10173,,,,4,8720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,02:05:00,1,45.000000,63,9,0,7,,,,,,,,,,,,,,,15,14,32035,,,,3,9828,,,,9,16389,,,,4,21559,,,,6,234,,,,17,28036,,,,8,5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,08:06:00,2,45.000000,64,10,0,7,,,,,,,,,,,,,,,15,15,12325,,,,11,1074,,,,20,24014,,,,5,31270,,,,13,1070,,,,6,30122,,,,29,15945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,10:15:00,1,45.000000,65,10,1,7,,,,,,,,,,,,,,,15,5,14951,,,,15,24157,,,,24,32446,,,,14,21142,,,,13,16338,,,,18,32537,,,,23,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,10:16:00,2,45.000000,66,10,1,7,,,,,,,,,,,,,,,15,24,14855,,,,15,6057,,,,5,28843,,,,13,29023,,,,20,2572,,,,14,554,,,,18,16560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,12:44:31,2,45.000000,67,10,0,7,,,,,,,,,,,,,,,15,10,8722,,,,12,10081,,,,15,11582,,,,25,8238,,,,23,3218,,,,24,1761,,,,28,20436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,12:52:52,2,45.000000,72,11,0,6,,,,,,,,,,,,,,,15,10,21063,,,,25,10167,,,,15,15284,,,,28,17563,,,,23,25429,,,,12,19146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,13:13:57,1,45.000000,74,11,0,7,,,,,,,,,,,,,,,15,25,14184,,,,10,22560,,,,15,12824,,,,28,19134,,,,12,23043,,,,23,29298,,,,18,12388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,13:31:04,2,45.000000,75,12,0,7,,,,,,,,,,,,,,,15,12,18218,,,,10,31992,,,,25,28720,,,,15,8867,,,,23,16692,,,,29,6990,,,,28,10880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,13:40:51,1,45.000000,76,12,0,7,,,,,,,,,,,,,,,15,10,29289,,,,12,3330,,,,15,28908,,,,25,9535,,,,28,2709,,,,32,27533,,,,29,15125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,17:42:00,1,45.000000,85,17,0,7,,,,,,,,,,,,,,,15,32,21942,,,,22,31022,,,,27,14601,,,,31,20078,,,,18,20465,,,,26,404,,,,29,32404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178578,30-Jun-2023,18:12:44,1,45.000000,86,17,0,7,,,,,,,,,,,,,,,15,22,19826,,,,31,76,,,,27,20006,,,,18,19960,,,,16,12650,,,,26,9410,,,,8,12952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
