DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
178578,178578,,Mk10,,12:26:26 17-Jul-2023,12:27:12 17-Jul-2023,46,1,16.1659,133.1045,CRC,0,0,,,,0.992,0.172,,0.0,42.0,0,,,,,,,,,,,116,19,251,75,16,,,,,,,327,156,0,,,,,,,,,,
178578,178578,,Mk10,,,23:52:34 20-Jul-2023,,A,16.1139,131.0161,CRC,0,0,,9680,3.568,0.984,0.204,29.70,-1.0,56.0,0,,,,,,,,,,,81,19,230,73,16,,,,,,,350,166,0,,,,,,,,,,
178578,178578,,Mk10,,,23:40:38 21-Jul-2023,,A,16.1716,130.5913,CRC,0,0,,10000,3.568,0.992,0.156,29.60,0.0,40.0,0,,,,,,,,,,,186,19,250,60,16,,,,,,,364,176,0,,,,,,,,,,
178578,178578,,Mk10,,,13:03:43 22-Jul-2023,,0,16.2817,130.2758,CRC,0,0,,10192,3.568,0.992,0.160,29.50,0.0,80.0,0,,,,,,,,,,,88,19,229,62,16,,,,,,,369,179,0,,,,,,,,,,
178578,178578,,Mk10,,04:07:45 24-Jul-2023,04:08:31 24-Jul-2023,46,A,17.0093,129.3414,CRC,0,0,,,,0.984,0.240,,-0.5,88.0,0,,,,,,,,,,,95,19,212,62,16,,,,,,,383,187,0,,,,,,,,,,
178578,178578,,Mk10,,,09:22:17 25-Jul-2023,,B,17.1336,128.8231,CRC,0,0,,11216,3.568,1.000,0.192,28.80,-1.0,104.0,0,,,,,,,,,,,117,19,207,50,16,,,,,,,391,190,0,,,,,,,,,,
178578,178578,,Mk10,,,03:34:28 27-Jul-2023,,1,16.7272,127.9388,,0,0,,11856,3.504,1.000,0.208,28.50,-36.5,1942.0,-23,,,,,,,,,,,244,167,254,230,708,,,,,,,47669,26650,0,,,,,,,,,,
178578,178578,,Mk10,,,03:39:21 29-Jul-2023,,1,16.5792,126.5461,CRC,0,0,,12752,3.504,0.992,0.172,29.20,-1.0,80.0,0,,,,,,,,,,,113,19,217,56,16,,,,,,,470,235,0,,,,,,,,,,
178578,178578,,Mk10,,10:58:59 29-Jul-2023,10:59:44 29-Jul-2023,45,3,16.6072,126.3350,CRC,0,0,,,,1.000,0.208,,-0.5,80.0,0,,,,,,,,,,,120,19,217,56,16,,,,,,,473,237,0,,,,,,,,,,
178578,178578,,Mk10,,,11:08:41 29-Jul-2023,,3,16.6070,126.3259,CRC,0,0,,13392,3.504,1.000,0.160,28.80,-0.5,80.0,0,,,,,,,,,,,128,19,217,56,16,,,,,,,473,237,0,,,,,,,,,,
178578,178578,,Mk10,,02:55:43 30-Jul-2023,02:56:29 30-Jul-2023,46,1,16.5879,125.9088,CRC,0,0,,,,0.992,0.168,,-1.5,62.0,0,,,,,,,,,,,68,19,201,50,16,,,,,,,487,248,0,,,,,,,,,,
178578,178578,,Mk10,,10:32:26 03-Aug-2023,10:33:11 03-Aug-2023,45,2,15.3432,123.9997,CRC,0,0,,,,1.000,0.160,,-1.0,72.0,0,,,,,,,,,,,165,19,235,66,16,,,,,,,519,264,0,,,,,,,,,,
178578,178578,,Mk10,,,09:40:49 04-Aug-2023,,1,14.8583,123.8531,CRC,0,0,,16656,3.504,1.000,0.168,29.40,-0.5,74.0,0,,,,,,,,,,,99,18,255,77,16,,,,,,,531,272,0,,,,,,,,,,
178578,178578,,Mk10,,,13:20:27 06-Aug-2023,,0,14.1298,123.7525,CRC,0,0,,17296,3.568,1.000,0.168,29.60,-1.0,60.0,0,,,,,,,,,,,130,18,255,67,16,,,,,,,551,284,0,,,,,,,,,,
178578,178578,,Mk10,,00:24:37 09-Aug-2023,00:25:22 09-Aug-2023,45,,,,CRC,0,0,,,,1.000,0.212,,-1.0,28.0,0,,,,,,,,,,,184,18,243,62,16,,,,,,,570,294,0,,,,,,,,,,
178578,178578,,Mk10,,,13:28:59 13-Aug-2023,,B,13.2477,124.1655,CRC,0,0,,19216,3.568,1.000,0.164,29.30,-0.5,36.0,0,,,,,,,,,,,91,18,211,61,16,,,,,,,597,304,0,,,,,,,,,,
178578,178578,,Mk10,,22:25:20 14-Aug-2023,22:26:06 14-Aug-2023,46,B,13.0712,124.1127,CRC,0,0,,,,1.000,0.160,,-0.5,44.0,0,,,,,,,,,,,69,18,220,67,16,,,,,,,606,308,0,,,,,,,,,,
178578,178578,,Mk10,,,10:22:49 15-Aug-2023,,2,12.9499,124.1656,CRC,0,0,,19792,3.504,1.000,0.180,29.60,-0.5,42.0,0,,,,,,,,,,,126,18,212,50,16,,,,,,,609,309,0,,,,,,,,,,
178578,178578,,Mk10,,,13:57:15 20-Aug-2023,,B,12.7748,123.3257,CRC,0,0,,21328,3.568,1.000,0.172,30.10,-0.5,44.0,0,,,,,,,,,,,143,19,203,53,16,,,,,,,637,317,0,,,,,,,,,,
178578,178578,,Mk10,,,09:06:48 21-Aug-2023,,B,12.9088,123.2414,,0,0,,21520,3.568,0.984,0.188,30.30,-2.5,48.0,0,,,,,,,,,,,,18,158,50,15676,,,,,,,,,0,,,,,,,,,,
178578,178578,,Mk10,,01:25:10 26-Aug-2023,01:25:55 26-Aug-2023,45,B,13.1518,122.5503,CRC,0,0,,,,1.000,0.176,,-1.0,40.0,0,,,,,,,,,,,83,19,183,53,16,,,,,,,670,329,0,,,,,,,,,,
178578,178578,,Mk10,,,22:41:09 01-Sep-2023,,2,11.4659,121.4017,,0,0,,25168,3.504,0.984,0.208,29.20,-28.0,988.0,10,,,,,,,,,,,61,65,92,43,52105,,,,,,,40024,23877,0,,,,,,,,,,
178578,178578,,Mk10,,,13:45:50 05-Sep-2023,,0,10.5918,120.5157,CRC,0,0,,26832,3.504,0.992,0.160,29.40,-1.0,54.0,0,,,,,,,,,,,141,19,205,58,16,,,,,,,741,360,0,,,,,,,,,,
178578,178578,,Mk10,,02:30:46 06-Sep-2023,02:31:31 06-Sep-2023,45,B,10.4236,120.3239,CRC,0,0,,,,0.992,0.188,,-1.0,56.0,0,,,,,,,,,,,206,19,223,65,16,,,,,,,751,368,0,,,,,,,,,,
178578,178578,,Mk10,,03:49:14 08-Sep-2023,03:49:59 08-Sep-2023,45,1,10.0580,119.5198,CRC,0,0,,,,0.984,0.164,,-1.0,76.0,0,,,,,,,,,,,124,18,255,69,16,,,,,,,768,377,0,,,,,,,,,,
178578,178578,,Mk10,,,08:58:59 10-Sep-2023,,B,10.0622,119.2569,CRC,0,0,,28752,3.504,0.992,0.200,30.70,-1.5,38.0,0,,,,,,,,,,,79,18,214,65,16,,,,,,,799,400,0,,,,,,,,,,
178578,178578,,Mk10,,,21:23:25 10-Sep-2023,,B,9.9920,119.0872,CRC,0,0,,28880,3.504,1.000,0.200,30.00,-1.0,38.0,0,,,,,,,,,,,93,18,214,65,16,,,,,,,801,400,0,,,,,,,,,,
178578,178578,,Mk10,,,12:12:33 11-Sep-2023,,B,9.9036,118.8945,CRC,0,0,,29072,3.568,0.992,0.168,30.40,-1.0,54.0,0,,,,,,,,,,,79,19,217,60,16,,,,,,,810,406,0,,,,,,,,,,
178578,178578,,Mk10,,,02:49:00 13-Sep-2023,,B,9.7298,118.8016,,0,0,,29456,3.568,0.992,0.160,30.30,-1.0,38.0,0,,,,,,,,,,,,18,207,62,6676,,,,,,,,,0,,,,,,,,,,
178578,178578,,Mk10,,10:00:47 13-Sep-2023,10:01:32 13-Sep-2023,45,1,9.6326,118.7486,CRC,0,0,,,,1.000,0.228,,-0.5,38.0,0,,,,,,,,,,,110,18,207,62,16,,,,,,,827,416,0,,,,,,,,,,
178578,178578,,Mk10,,08:57:45 15-Sep-2023,08:58:30 15-Sep-2023,45,2,9.1433,118.3543,CRC,0,0,,,,1.000,0.160,,-0.5,26.0,0,,,,,,,,,,,141,18,205,77,16,,,,,,,839,421,0,,,,,,,,,,
178578,178578,,Mk10,,,10:13:44 17-Sep-2023,,B,8.6472,117.7290,CRC,0,0,,30544,3.568,1.000,0.164,30.60,-1.5,32.0,0,,,,,,,,,,,156,18,221,63,16,,,,,,,853,427,0,,,,,,,,,,
178578,178578,,Mk10,,,11:57:35 21-Sep-2023,,0,8.8603,117.4074,CRC,0,0,,31632,3.504,1.000,0.192,29.90,-1.0,58.0,0,,,,,,,,,,,96,18,234,68,16,,,,,,,888,447,0,,,,,,,,,,
178578,178578,,Mk10,,,09:07:45 22-Sep-2023,,3,9.0975,117.5846,,0,1,,8952,3.376,,,-14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
178578,178578,,Mk10,,04:10:32 27-Sep-2023,04:11:17 27-Sep-2023,45,,,,CRC,0,0,,,,0.992,0.164,,-0.5,22.0,0,,,,,,,,,,,128,18,188,54,16,,,,,,,941,479,0,,,,,,,,,,
178578,178578,,Mk10,,,00:26:21 01-Oct-2023,,3,9.4148,118.1062,,0,0,,33680,3.440,0.992,0.208,29.80,-0.5,28.0,0,,,,,,,,,,,,18,235,72,16,,,,,,,,,0,,,,,,,,,,
178578,178578,,Mk10,,02:07:08 01-Oct-2023,02:07:53 01-Oct-2023,45,2,9.4201,118.1203,CRC,0,0,,,,1.000,0.176,,-1.0,28.0,0,,,,,,,,,,,168,18,235,59,16,,,,,,,989,513,0,,,,,,,,,,
178578,178578,,Mk10,,01:29:35 03-Oct-2023,01:30:20 03-Oct-2023,45,3,9.4127,118.1042,CRC,0,0,,,,1.000,0.164,,-0.5,24.0,0,,,,,,,,,,,71,18,226,50,16,,,,,,,1003,520,0,,,,,,,,,,
178578,178578,,Mk10,,,13:28:05 05-Oct-2023,,0,9.4046,118.1384,CRC,0,0,,34704,3.504,0.992,0.172,30.50,-0.5,24.0,0,,,,,,,,,,,161,18,219,50,16,,,,,,,1014,521,0,,,,,,,,,,
178578,178578,,Mk10,,,14:55:33 11-Oct-2023,,B,9.3880,118.1233,CRC,0,0,,35792,3.504,1.000,0.152,30.60,-0.5,22.0,0,,,,,,,,,,,126,17,214,60,16,,,,,,,1049,532,0,,,,,,,,,,
178578,178578,,Mk10,,,21:44:14 11-Oct-2023,,A,9.4072,118.1220,CRC,0,0,,35856,3.504,1.000,0.156,30.30,-0.5,22.0,0,,,,,,,,,,,128,17,214,60,16,,,,,,,1050,532,0,,,,,,,,,,
178578,178578,,Mk10,,,16:12:21 13-Oct-2023,,B,9.3871,118.1238,CRC,0,0,,36176,3.504,1.000,0.216,30.30,-1.0,26.0,0,,,,,,,,,,,122,18,216,60,16,,,,,,,1060,536,0,,,,,,,,,,
178578,178578,,Mk10,,,16:12:51 15-Oct-2023,,B,9.4103,118.1367,CRC,0,0,,36560,3.504,0.992,0.160,29.50,0.0,22.0,0,,,,,,,,,,,101,18,187,61,16,,,,,,,1076,544,0,,,,,,,,,,
178578,178578,,Mk10,,03:51:45 17-Oct-2023,03:52:30 17-Oct-2023,45,2,9.4081,118.1282,CRC,0,0,,,,0.984,0.168,,-1.0,26.0,0,,,,,,,,,,,76,18,235,50,16,,,,,,,1086,549,0,,,,,,,,,,
178578,178578,,Mk10,,08:50:20 18-Oct-2023,08:51:05 18-Oct-2023,45,B,9.4002,118.1284,CRC,0,0,,,,1.000,0.152,,-1.5,24.0,0,,,,,,,,,,,120,18,194,66,16,,,,,,,1093,551,0,,,,,,,,,,
178578,178578,,Mk10,,,20:59:55 22-Oct-2023,,2,9.4124,118.1062,CRC,0,0,,38032,3.504,0.984,0.164,30.10,-0.5,28.0,0,,,,,,,,,,,85,18,210,72,16,,,,,,,1113,554,0,,,,,,,,,,
178578,178578,,Mk10,,,21:35:22 24-Oct-2023,,2,9.4001,118.1134,CRC,0,0,,38416,3.504,1.000,0.160,30.00,-0.5,20.0,0,,,,,,,,,,,137,18,162,50,16,,,,,,,1131,564,0,,,,,,,,,,
178578,178578,,Mk10,,,00:53:25 01-Nov-2023,,B,9.3963,118.1236,,0,0,,39888,3.504,0.992,0.164,30.40,-2.0,14.0,0,,,,,,,,,,,,18,190,60,33821,,,,,,,,,0,,,,,,,,,,
178578,178578,,Mk10,,,22:43:47 03-Nov-2023,,B,9.4063,118.1134,CRC,0,0,,40464,3.504,0.992,0.156,30.40,-0.5,14.0,0,,,,,,,,,,,137,18,210,60,16,,,,,,,1190,585,0,,,,,,,,,,
178578,178578,,Mk10,,,22:58:45 05-Nov-2023,,B,9.4028,118.1362,CRC,0,0,,40912,3.504,0.992,0.168,30.30,-1.0,22.0,0,,,,,,,,,,,178,17,200,50,16,,,,,,,1199,587,0,,,,,,,,,,
178578,178578,,Mk10,,,14:05:33 06-Nov-2023,,B,9.3866,118.1144,CRC,0,0,,41040,3.504,0.992,0.152,31.10,-0.5,22.0,0,,,,,,,,,,,83,18,200,51,16,,,,,,,1201,586,0,,,,,,,,,,
178578,178578,,Mk10,,,09:39:54 08-Nov-2023,,A,9.4026,118.1162,CRC,0,0,,41488,3.504,0.992,0.160,30.40,-1.0,30.0,0,,,,,,,,,,,82,17,209,50,16,,,,,,,1208,586,0,,,,,,,,,,
178578,178578,,Mk10,,13:21:18 08-Nov-2023,13:22:03 08-Nov-2023,45,B,9.4040,118.1189,CRC,0,0,,,,0.992,0.160,,-1.0,30.0,0,,,,,,,,,,,107,17,209,50,16,,,,,,,1209,586,0,,,,,,,,,,
