DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
171261,171261,0.500000,UT,07:00:00 09-Aug-2018,,,,0.0,31.0,Status
171261,171261,0.500000,UT,06:00:00 10-Aug-2018,,,,0.0,30.4,Status
171261,171261,0.500000,UT,23:00:00 10-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,01:00:00 11-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,06:00:00 11-Aug-2018,,,,0.0,29.6,Status
171261,171261,0.500000,UT,09:00:00 11-Aug-2018,,,,0.0,30.0,Status
171261,171261,0.500000,UT,11:00:00 11-Aug-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,12:00:00 11-Aug-2018,,,,0.0,29.1,Status
171261,171261,0.500000,UT,19:00:00 11-Aug-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,20:00:00 12-Aug-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,18:00:00 13-Aug-2018,,,,0.0,28.9,Status
171261,171261,0.500000,UT,20:00:00 13-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,08:00:00 15-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,10:00:00 15-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,23:00:00 15-Aug-2018,,,,0.0,28.8,Status
171261,171261,0.500000,UT,05:00:00 16-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,08:00:00 17-Aug-2018,,,,0.0,29.6,Status
171261,171261,0.500000,UT,10:00:00 18-Aug-2018,,,,0.0,29.3,Status
171261,171261,0.500000,UT,09:00:00 19-Aug-2018,,,,0.0,28.0,Status
171261,171261,0.500000,UT,09:00:00 21-Aug-2018,,,,0.0,28.3,Status
171261,171261,0.500000,UT,12:00:00 21-Aug-2018,,,,0.0,28.1,Status
171261,171261,0.500000,UT,11:00:00 23-Aug-2018,,,,0.0,28.5,Status
171261,171261,0.500000,UT,05:00:00 24-Aug-2018,,,,0.0,28.6,Status
171261,171261,0.500000,UT,20:00:00 24-Aug-2018,,,,0.0,27.8,Status
171261,171261,0.500000,UT,09:00:00 25-Aug-2018,,,,0.0,29.3,Status
171261,171261,0.500000,UT,11:00:00 25-Aug-2018,,,,0.0,28.6,Status
171261,171261,0.500000,UT,12:00:00 25-Aug-2018,,,,0.0,28.5,Status
171261,171261,0.500000,UT,20:00:00 25-Aug-2018,,,,0.0,28.4,Status
171261,171261,0.500000,UT,12:00:00 26-Aug-2018,,,,0.0,28.9,Status
171261,171261,0.500000,UT,08:00:00 27-Aug-2018,,,,0.0,29.5,Status
171261,171261,0.500000,UT,19:00:00 27-Aug-2018,,,,0.0,28.3,Status
171261,171261,0.500000,UT,10:00:00 28-Aug-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,11:00:00 28-Aug-2018,,,,0.0,29.7,Status
171261,171261,0.500000,UT,22:00:00 28-Aug-2018,,,,0.0,29.2,Status
171261,171261,0.500000,UT,06:00:00 29-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,12:00:00 29-Aug-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,19:00:00 30-Aug-2018,,,,0.0,28.6,Status
171261,171261,0.500000,UT,20:00:00 30-Aug-2018,,,,0.0,28.9,Status
171261,171261,0.500000,UT,08:00:00 31-Aug-2018,,,,0.0,29.1,Status
171261,171261,0.500000,UT,10:00:00 01-Sep-2018,,,,0.0,28.6,Status
171261,171261,0.500000,UT,22:00:00 01-Sep-2018,,,,0.0,28.8,Status
171261,171261,0.500000,UT,20:00:00 02-Sep-2018,,,,0.0,28.6,Status
171261,171261,0.500000,UT,22:00:00 02-Sep-2018,,,,0.0,28.9,Status
171261,171261,0.500000,UT,00:00:00 03-Sep-2018,,,,0.0,29.1,Status
171261,171261,0.500000,UT,05:00:00 03-Sep-2018,,,,0.0,29.5,Status
171261,171261,0.500000,UT,07:00:00 03-Sep-2018,,,,0.0,29.1,Status
171261,171261,0.500000,UT,22:00:00 03-Sep-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,23:00:00 03-Sep-2018,,,,0.0,29.3,Status
171261,171261,0.500000,UT,10:00:00 04-Sep-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,12:00:00 04-Sep-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,10:00:00 05-Sep-2018,,,,0.0,29.2,Status
171261,171261,0.500000,UT,11:00:00 05-Sep-2018,,,,0.0,29.3,Status
171261,171261,0.500000,UT,12:00:00 05-Sep-2018,,,,0.0,29.1,Status
171261,171261,0.500000,UT,09:00:00 06-Sep-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,11:00:00 06-Sep-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,13:00:00 06-Sep-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,19:00:00 06-Sep-2018,,,,0.0,28.8,Status
171261,171261,0.500000,UT,09:00:00 07-Sep-2018,,,,0.0,29.9,Status
171261,171261,0.500000,UT,09:00:00 08-Sep-2018,,,,0.0,29.8,Status
171261,171261,0.500000,UT,10:00:00 08-Sep-2018,,,,0.0,29.5,Status
171261,171261,0.500000,UT,19:00:00 08-Sep-2018,,,,0.0,29.0,Status
171261,171261,0.500000,UT,12:00:00 09-Sep-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,06:00:00 10-Sep-2018,,,,0.0,28.9,Status
171261,171261,0.500000,UT,22:00:00 10-Sep-2018,,,,0.0,28.2,Status
171261,171261,0.500000,UT,18:00:00 11-Sep-2018,,,,0.0,27.6,Status
171261,171261,0.500000,UT,07:00:00 12-Sep-2018,,,,0.0,29.4,Status
171261,171261,0.500000,UT,11:00:00 12-Sep-2018,,,,0.0,28.8,Status
171261,171261,0.500000,UT,18:00:00 13-Sep-2018,,,,0.0,28.4,Status
