DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
178536,178536,,Mk10,23:00:00 12-Jul-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,20:00:00 14-Jul-2022,,,,0.0,29.4,Status
178536,178536,,Mk10,09:00:00 18-Jul-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,12:00:00 21-Jul-2022,,,,0.0,29.6,Status
178536,178536,,Mk10,23:00:00 30-Jul-2022,,,,0.0,29.6,Status
178536,178536,,Mk10,11:00:00 13-Aug-2022,,,,0.0,30.0,Status
178536,178536,,Mk10,07:00:00 19-Aug-2022,,,,0.0,29.3,Status
178536,178536,,Mk10,01:00:00 20-Aug-2022,,,,0.0,29.6,Status
178536,178536,,Mk10,11:00:00 28-Aug-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,22:00:00 02-Sep-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,23:00:00 02-Sep-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,11:00:00 06-Sep-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,22:00:00 06-Sep-2022,,,,0.0,29.3,Status
178536,178536,,Mk10,11:00:00 21-Sep-2022,,,,0.0,30.3,Status
178536,178536,,Mk10,07:00:00 23-Sep-2022,,,,0.0,29.9,Status
178536,178536,,Mk10,00:00:00 05-Oct-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,23:00:00 07-Oct-2022,,,,0.0,30.2,Status
178536,178536,,Mk10,21:00:00 14-Oct-2022,,,,0.0,30.0,Status
178536,178536,,Mk10,00:00:00 20-Oct-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,19:00:00 24-Oct-2022,,,,0.0,29.6,Status
178536,178536,,Mk10,00:00:00 27-Oct-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,23:00:00 29-Oct-2022,,,,0.0,30.1,Status
178536,178536,,Mk10,11:00:00 03-Nov-2022,,,,0.0,30.7,Status
178536,178536,,Mk10,08:00:00 08-Nov-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,23:00:00 12-Nov-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,23:00:00 13-Nov-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,01:00:00 14-Nov-2022,,,,0.0,29.9,Status
178536,178536,,Mk10,08:00:00 16-Nov-2022,,,,0.0,29.5,Status
178536,178536,,Mk10,22:00:00 16-Nov-2022,,,,0.0,29.8,Status
178536,178536,,Mk10,08:00:00 19-Nov-2022,,,,0.0,29.4,Status
178536,178536,,Mk10,23:00:00 20-Nov-2022,,,,0.0,29.7,Status
178536,178536,,Mk10,21:00:00 04-Dec-2022,,,,0.0,29.3,Status
178536,178536,,Mk10,12:00:00 08-Dec-2022,,,,0.0,29.4,Status
178536,178536,,Mk10,08:00:00 12-Dec-2022,,,,0.0,29.2,Status
178536,178536,,Mk10,01:00:00 16-Dec-2022,,,,0.0,30.1,Status
178536,178536,,Mk10,19:00:00 24-Dec-2022,,,,0.0,28.7,Status
178536,178536,,Mk10,00:00:00 31-Dec-2022,,,,0.0,29.5,Status
178536,178536,,Mk10,12:00:00 02-Jan-2023,,,,0.0,29.2,Status
178536,178536,,Mk10,11:00:00 06-Jan-2023,,,,0.0,29.0,Status
178536,178536,,Mk10,12:00:00 08-Jan-2023,,,,0.0,29.0,Status
178536,178536,,Mk10,20:00:00 10-Jan-2023,,,,0.0,29.0,Status
178536,178536,,Mk10,23:00:00 15-Jan-2023,,,,0.0,29.1,Status
