DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
178536,178536,,Mk10,,20:35:46 11-Jul-2022,20:36:51 11-Jul-2022,65,1,13.4482,144.6562,CRC,0,0,,,,0.984,0.148,,5.0,30.0,-10,,,,,,,,,,,255,46,255,102,16,,,,,,,73,9,0,,,,
178536,178536,,Mk10,,,22:44:28 12-Jul-2022,,B,13.4448,144.6519,CRC,0,0,,1013,3.504,1.000,0.188,29.70,5.0,38.0,-9,,,,,,,,,,,255,37,255,92,16,,,,,,,84,14,0,,,,
178536,178536,,Mk10,,,20:27:15 14-Jul-2022,,2,13.4455,144.6434,CRC,0,0,,1205,3.568,0.992,0.124,29.40,5.0,28.0,-10,,,,,,,,,,,255,33,255,89,16,,,,,,,100,16,0,,,,
178536,178536,,Mk10,,,08:59:10 18-Jul-2022,,0,13.4495,144.6414,CRC,0,0,,1589,3.568,0.992,0.160,29.80,5.5,28.0,-10,,,,,,,,,,,143,30,255,86,16,,,,,,,134,27,0,,,,
178536,178536,,Mk10,,,10:28:21 19-Jul-2022,,0,13.4326,144.6146,,0,0,,1717,3.568,1.000,0.136,30.00,0.5,36.0,-10,,,,,,,,,,,159,23,255,86,49119,,,,,,,,,0,,,,
178536,178536,,Mk10,,,12:16:28 21-Jul-2022,,A,13.4412,144.6490,CRC,0,0,,1909,3.568,1.000,0.116,29.60,5.5,28.0,-10,,,,,,,,,,,246,24,255,86,16,,,,,,,161,32,0,,,,
178536,178536,,Mk10,,,22:39:20 30-Jul-2022,,0,13.4371,144.6539,CRC,0,0,,2869,3.568,1.000,0.116,29.60,5.5,28.0,-10,,,,,,,,,,,133,19,255,81,16,,,,,,,249,58,0,,,,
178536,178536,,Mk10,,11:31:11 04-Aug-2022,11:32:16 04-Aug-2022,65,B,13.4352,144.6097,CRC,0,0,,,,0.992,0.132,,5.0,28.0,-11,,,,,,,,,,,108,20,255,81,16,,,,,,,292,73,0,,,,
178536,178536,,Mk10,,,11:00:50 13-Aug-2022,,B,13.4411,144.6438,CRC,0,0,,4277,3.568,0.992,0.160,30.00,5.0,44.0,-10,,,,,,,,,,,162,20,255,81,16,,,,,,,370,92,0,,,,
178536,178536,,Mk10,,,07:19:16 19-Aug-2022,,0,13.4715,144.6215,CRC,0,0,,4917,3.568,0.992,0.124,29.30,5.5,34.0,-11,,,,,,,,,,,230,19,255,81,16,,,,,,,428,115,0,,,,
178536,178536,,Mk10,,,01:12:52 20-Aug-2022,,A,13.4430,144.6338,CRC,0,0,,4981,3.568,1.000,0.128,29.60,5.5,40.0,-11,,,,,,,,,,,146,20,255,81,16,,,,,,,435,118,0,,,,
178536,178536,,Mk10,,08:48:27 20-Aug-2022,08:49:33 20-Aug-2022,66,B,13.4443,144.6378,CRC,0,0,,,,0.992,0.164,,6.0,40.0,-11,,,,,,,,,,,161,20,255,81,16,,,,,,,437,118,0,,,,
178536,178536,,Mk10,,,10:43:36 28-Aug-2022,,A,13.0334,144.7794,CRC,0,0,,6133,3.568,1.000,0.120,29.70,6.0,124.0,-11,,,,,,,,,,,240,17,255,67,16,,,,,,,512,143,0,,,,
178536,178536,,Mk10,,,23:46:12 29-Aug-2022,,B,12.3376,144.8670,,0,0,,6581,3.568,0.984,0.128,29.70,18.0,150.0,-10,,,,,,,,,,,,16,165,67,17839,,,,,,,43739,6901,0,,,,
178536,178536,,Mk10,,08:21:56 31-Aug-2022,08:23:02 31-Aug-2022,66,3,11.8592,144.9449,CRC,0,0,,,,0.992,0.132,,6.0,88.0,-10,,,,,,,,,,,162,17,255,76,16,,,,,,,549,161,0,,,,
178536,178536,,Mk10,,08:44:10 31-Aug-2022,08:45:16 31-Aug-2022,66,3,11.8535,144.9376,CRC,0,0,,,,0.992,0.120,,6.0,88.0,-11,,,,,,,,,,,245,17,255,76,16,,,,,,,549,161,0,,,,
178536,178536,,Mk10,,,21:47:43 02-Sep-2022,,3,10.8706,144.7037,CRC,0,0,,8245,3.504,0.992,0.176,29.70,5.5,52.0,-11,,,,,,,,,,,222,17,255,76,16,,,,,,,582,177,0,,,,
178536,178536,,Mk10,,,23:25:04 02-Sep-2022,,3,10.8604,144.6912,CRC,0,0,,8437,3.504,0.992,0.132,29.80,5.0,52.0,-10,,,,,,,,,,,176,17,255,76,16,,,,,,,582,177,0,,,,
178536,178536,,Mk10,,,00:54:42 03-Sep-2022,,3,10.8648,144.6782,,0,0,,8629,3.504,0.992,0.148,30.00,60.5,88.0,-11,,,,,,,,,,,64,14,255,76,25296,,,,,,,31647,59771,0,,,,
178536,178536,,Mk10,,,10:49:35 06-Sep-2022,,1,9.6203,144.6049,CRC,0,0,,10165,3.504,0.992,0.220,29.80,5.5,56.0,-11,,,,,,,,,,,123,17,255,76,16,,,,,,,640,214,0,,,,
178536,178536,,Mk10,,,21:46:21 06-Sep-2022,,3,9.5038,144.6737,CRC,0,0,,10293,3.504,1.000,0.160,29.30,6.0,56.0,-12,,,,,,,,,,,225,17,255,76,16,,,,,,,647,218,0,,,,
178536,178536,,Mk10,,10:17:56 08-Sep-2022,10:19:03 08-Sep-2022,67,A,9.1033,145.0046,CRC,0,0,,,,0.992,0.160,,5.5,60.0,-10,,,,,,,,,,,112,17,255,70,16,,,,,,,671,232,0,,,,
178536,178536,,Mk10,,,13:33:46 08-Sep-2022,,1,9.0867,145.0271,,0,0,,11253,3.568,0.936,0.164,29.80,77.5,62.0,-10,,,,,,,,,,,,17,255,94,5836,,,,,,,,,0,,,,
178536,178536,,Mk10,,20:59:31 08-Sep-2022,21:00:37 08-Sep-2022,66,3,9.0581,145.1212,CRC,0,0,,,,0.984,0.124,,5.5,60.0,-10,,,,,,,,,,,255,17,255,70,16,,,,,,,674,232,0,,,,
