DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
176774,176774,Mk10,Strong,07-Aug-2018,02:51:37,07-Aug-2018,02:51:38
176774,176774,Mk10,Strong,28-Jun-2019,06:11:46,28-Jun-2019,06:12:15
176774,176774,Mk10,Strong,05-Mar-2020,00:22:27,05-Mar-2020,00:23:04
