DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171252,171252,Mk10,Strong,07-Jun-2017,02:51:48,07-Jun-2017,02:51:49
171252,171252,Mk10,Strong,07-Jun-2017,07:07:48,07-Jun-2017,07:07:49
