,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
176781,03-Sep-2019,06:09:01,1,,42,7,0,7,,,,,,,,,,,,,,15,19,28050,,,,17,28675,,,,5,22635,,,,2,13206,,,,13,24802,,,,30,17207,,,,6,4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,07:32:49,1,,46,15,0,4,,,,,,,,,,,,,,15,5,3882,,,,2,18696,,,,6,12997,,,,13,22891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,07:41:55,1,,47,16,0,4,,,,,,,,,,,,,,15,13,27340,,,,15,17048,,,,5,27298,,,,2,26857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,07:51:07,1,,48,16,0,4,,,,,,,,,,,,,,15,15,1147,,,,29,25999,,,,2,23900,,,,5,10547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,08:32:58,1,,51,21,0,5,,,,,,,,,,,,,,15,13,20251,,,,2,32174,,,,5,8960,,,,15,29988,,,,29,22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,08:43:09,2,,52,23,0,4,,,,,,,,,,,,,,15,5,19895,,,,15,8763,,,,13,9160,,,,2,8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,09:11:26,2,,53,25,0,5,,,,,,,,,,,,,,15,15,27629,,,,24,19443,,,,2,15587,,,,12,18778,,,,21,26768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,10:03:14,1,,55,31,0,4,,,,,,,,,,,,,,15,12,25778,,,,5,5621,,,,24,32636,,,,2,16047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,10:27:18,1,,56,33,0,5,,,,,,,,,,,,,,15,21,30320,,,,20,5589,,,,2,19602,,,,25,9562,,,,12,15794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176781,03-Sep-2019,13:44:33,1,,58,46,0,4,,,,,,,,,,,,,,15,20,11516,,,,10,8349,,,,31,3322,,,,26,28848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
