DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
176781,176781,,Mk10,00:00:00 03-Sep-2019,,,,0.000000,0.000000,HaulOut,,,
176781,176781,,Mk10,06:00:00 03-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 03-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 03-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 04-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 04-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 05-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 05-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 05-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 06-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 07-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 08-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 09-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 11-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 11-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 12-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 13-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 13-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 16-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 16-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 16-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 18-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 19-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 21-Sep-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,06:00:00 22-Sep-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,12:00:00 22-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 22-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 24-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 25-Sep-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,06:00:00 27-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 27-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 28-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 29-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 29-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 30-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 30-Sep-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 01-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 01-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 01-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 02-Oct-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,12:00:00 02-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 03-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 03-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 04-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 05-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 06-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 06-Oct-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,00:00:00 07-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 07-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 08-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 08-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 08-Oct-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,06:00:00 10-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 10-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 11-Oct-2019,,,,0.000000,0.000000,Status,,,
176781,176781,,Mk10,06:00:00 12-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 12-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 13-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,00:00:00 15-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 15-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,06:00:00 16-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,18:00:00 16-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
176781,176781,,Mk10,12:00:00 19-Oct-2019,,,,0.000000,0.000000,Fast-GPS,,,
