DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
138958,138958,Mk10,Strong,22-May-2014,00:36:08,22-May-2014,00:36:09
138958,138958,Mk10,Strong,13-Jan-2015,06:10:45,13-Jan-2015,06:11:01
