DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
178561,178561,Mk10,Strong,11-Feb-2019,17:00:12,11-Feb-2019,17:00:13
178561,178561,Mk10,Strong,09-Oct-2019,20:30:56,09-Oct-2019,20:29:37
178561,178561,Mk10,Strong,03-Dec-2019,00:24:10,03-Dec-2019,00:22:31
