DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
224328,224328,UT,Strong,13-Jul-2022,08:03:09,13-Jul-2022,08:02:44
224328,224328,UT,Strong,25-Oct-2023,08:28:47,25-Oct-2023,08:19:48
