DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
224328,224328,UT,11:45:10 13-Jul-2022,,,B,2.4521,96.9984,CRC 9.15,,,105,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,20:27:14 14-Jul-2022,,,B,13.4382,144.7238,CRC 37.36,20:27:41 14-Jul-2022,Status,68,176,131,221,40,89,137,218,71,81,186,90,214,5,239,32,17,180,46,223,50,255,34,,,,,,,,,
224328,224328,UT,22:54:47 14-Jul-2022,,,B,13.4425,144.6547,CRC 9.10,22:54:47 14-Jul-2022,Status,73,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,20:59:28 16-Jul-2022,,,2,13.4454,144.6445,CRC 10.9,20:59:28 16-Jul-2022,Status,10,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,01:12:51 18-Jul-2022,,,B,13.4438,144.6512,CRC (both failed),,,40,158,32,0,0,224,0,0,0,0,4,36,2,0,1,56,158,44,32,0,0,0,0,0,0,0,215,2,0,0,116,
224328,224328,UT,08:43:25 18-Jul-2022,,,2,13.4461,144.6504,CRC 207.196,08:43:55 18-Jul-2022,Status,89,240,131,221,40,89,137,218,73,34,189,218,86,11,153,28,21,255,42,213,176,187,130,,,,,,,,,
224328,224328,UT,08:45:13 18-Jul-2022,,,2,13.4461,144.6504,CRC (both failed),,,40,158,32,0,0,224,0,0,0,0,0,0,0,0,0,58,156,8,32,0,1,0,12,4,0,0,255,2,0,0,52,
224328,224328,UT,12:28:08 18-Jul-2022,,,B,13.4714,144.6303,CRC 110.228,12:28:54 22-Jul-2022,Status,77,208,131,221,42,89,137,218,75,49,205,190,150,15,203,155,1,216,46,215,16,254,193,,,,,,,,,
224328,224328,UT,10:05:47 19-Jul-2022,,,B,13.4468,144.6383,CRC 6.14,10:05:47 19-Jul-2022,Status,22,75,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,07:52:53 20-Jul-2022,,,B,13.4497,144.6591,CRC 92.37,07:53:26 20-Jul-2022,Status,75,144,131,253,40,89,137,218,74,31,86,153,20,15,77,30,21,255,37,215,192,255,128,,,,,,,,,
224328,224328,UT,11:47:43 20-Jul-2022,,,B,13.4405,144.6395,CRC 10.9,11:47:43 20-Jul-2022,Status,10,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,22:54:30 24-Jul-2022,,,B,13.4450,144.6422,CRC (both failed),,,32,159,12,0,0,0,0,16,64,0,0,2,255,4,64,44,159,6,0,8,64,0,0,0,0,0,0,255,0,36,35,
224328,224328,UT,09:14:12 26-Jul-2022,,,A,13.4441,144.6423,CRC (both failed),12:00:00 25-Jul-2022,TAT,40,159,32,0,0,0,0,0,4,0,0,0,0,0,0,52,159,44,0,0,0,0,0,0,0,0,12,255,0,0,21,
224328,224328,UT,08:40:24 28-Jul-2022,,,A,13.4449,144.6449,CRC 13.6,,,109,140,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,08:40:24 28-Jul-2022,,,1,13.4404,144.6440,CRC 12.15,,,108,143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224328,224328,UT,12:13:05 28-Jul-2022,,,B,13.4518,144.6565,CRC 250.171,12:13:46 28-Jul-2022,Status,95,80,131,221,40,89,137,218,78,48,219,148,148,28,251,30,9,255,36,215,88,255,128,,,,,,,,,
224328,224328,UT,19:13:57 28-Jul-2022,,,B,13.4941,144.6346,CRC 230.133,19:14:38 28-Jul-2022,Status,92,208,131,221,40,121,141,218,78,76,233,150,150,29,95,30,19,255,36,215,48,255,128,,,,,,,,,
