DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
171249,171249,,Mk10,00:00:00 07-Jun-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 07-Jun-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 16-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 17-Oct-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 17-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 18-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 19-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 20-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 21-Oct-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 26-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 27-Oct-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 28-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 29-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 01-Nov-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 11-Nov-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 14-Nov-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 21-Nov-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 01-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 04-Dec-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,00:00:00 05-Dec-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 09-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 15-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,12:00:00 17-Dec-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 18-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 19-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 25-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 26-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 27-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 27-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 31-Dec-2017,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 31-Dec-2017,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 04-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,12:00:00 05-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 06-Jan-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,00:00:00 09-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 09-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 10-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,12:00:00 14-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,12:00:00 18-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 18-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 19-Jan-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 20-Jan-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 20-Jan-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 25-Jan-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 01-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 08-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 12-Feb-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,18:00:00 12-Feb-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 18-Feb-2018,,,,0.000000,0.000000,Status,,,
171249,171249,,Mk10,06:00:00 20-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 24-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,18:00:00 26-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 28-Feb-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,12:00:00 02-Mar-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 05-Mar-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 06-Mar-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,06:00:00 08-Mar-2018,,,,0.000000,0.000000,Fast-GPS,,,
171249,171249,,Mk10,00:00:00 10-Mar-2018,,,,0.000000,0.000000,Fast-GPS,,,
