DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171251,171251,Mk10,Strong,07-Jun-2017,03:11:27,07-Jun-2017,03:11:28
171251,171251,Mk10,Strong,21-Dec-2018,07:58:13,21-Dec-2018,07:58:19
