DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
178560,178560,Mk10,Strong,10-Feb-2019,23:56:25,10-Feb-2019,23:56:26
178560,178560,Mk10,Strong,24-Sep-2019,23:15:23,24-Sep-2019,23:16:06
178560,178560,Mk10,Strong,29-Mar-2020,08:58:20,29-Mar-2020,08:59:28
