DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
178560,178560,Mk10,DS,3,0,1,90,60,23:21:06 10-Feb-2019,NP,A,47.6613,-122.2167,47.6613,-122.2167,8,,401650000,-134
178560,178560,Mk10,DS,3,0,1,90,60,23:21:06 10-Feb-2019,P,A,47.6610,-122.2170,,,,,401677519,-134
178560,178560,Mk10,DS,1,0,0,,,23:56:26 10-Feb-2019,NK,B,47.6453,-122.2149,47.6453,-122.2149,8,,401650000,-133
178560,178560,Mk10,DS,1,0,0,,,23:56:26 10-Feb-2019,K,B,47.6450,-122.2150,,,,,401677490,-133
178560,178560,Mk10,DS,2,0,1,180,180,00:41:56 11-Feb-2019,SR,B,47.6499,-122.1394,47.6499,-122.1394,6,,401650000,-133
178560,178560,Mk10,DS,2,0,1,180,180,00:41:56 11-Feb-2019,R,B,47.6500,-122.1390,,,,,401677509,-133
178560,178560,Mk10,DS,13,0,1,60,60,00:54:26 11-Feb-2019,NP,3,47.6763,-122.1324,47.6763,-122.1324,56,,401677522,-122
178560,178560,Mk10,DS,13,0,1,60,60,00:54:26 11-Feb-2019,P,3,47.6760,-122.1320,,,,,401677522,-122
178560,178560,Mk10,DS,14,0,0,60,60,01:32:26 11-Feb-2019,NK,3,47.6768,-122.1374,47.6768,-122.1374,58,,401677526,-116
178560,178560,Mk10,DS,14,0,0,60,60,01:32:26 11-Feb-2019,K,3,47.6770,-122.1370,,,,,401677527,-116
178560,178560,Mk10,DS,4,0,2,100,60,01:33:26 11-Feb-2019,NN,2,47.6765,-122.1373,47.6765,-122.1373,56,,401677526,-132
178560,178560,Mk10,DS,4,0,2,100,60,01:33:26 11-Feb-2019,N,2,47.6770,-122.1370,,,,,401677526,-132
178560,178560,Mk10,DS,12,0,1,60,60,02:19:56 11-Feb-2019,SR,3,47.6783,-122.1378,47.6783,-122.1378,58,,401677528,-111
178560,178560,Mk10,DS,12,0,1,60,60,02:19:56 11-Feb-2019,R,3,47.6780,-122.1380,,,,,401677529,-111
178560,178560,Mk10,DS,3,0,0,60,60,02:20:56 11-Feb-2019,MC,A,47.6790,-122.1392,47.6790,-122.1392,6,,401677526,-128
178560,178560,Mk10,DS,3,0,0,60,60,02:20:56 11-Feb-2019,C,A,47.6790,-122.1390,,,,,401677526,-128
178560,178560,Mk10,DS,12,0,0,60,60,03:12:56 11-Feb-2019,NN,3,47.6781,-122.1330,47.6781,-122.1330,58,,401677531,-116
178560,178560,Mk10,DS,12,0,0,60,60,03:12:56 11-Feb-2019,N,3,47.6780,-122.1330,,,,,401677532,-116
