DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149134,149134,Mk10,Strong,03-May-2015,18:24:26,03-May-2015,18:24:27
149134,149134,Mk10,Strong,02-Jun-2015,18:53:17,02-Jun-2015,18:53:19
