DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
149134,149134,Mk10,08:58:41 14-May-2015,,,0,21.3400,-157.9480,CRC 55216.6041,04:00:00 14-Jul-2015,TAD,29,123,13,220,66,113,4,,,,,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,11:11:51 14-May-2015,,,B,21.3490,-157.9760,CRC 44727.23703,06:00:00 14-May-2015,TAT,42,235,125,92,100,0,0,162,206,0,0,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,12:55:11 14-May-2015,,,1,21.3680,-157.9730,CRC 31650.31695,12:55:11 14-May-2015,Fast-GPS,119,186,45,93,142,230,39,8,204,28,207,56,17,210,9,197,243,70,244,161,69,38,119,234,44,68,177,101,255,20,156,
149134,149134,Mk10,15:10:11 14-May-2015,,,A,21.3650,-157.9660,CRC 31650.64458,10:43:00 14-May-2015,Fast-GPS,119,186,45,92,166,176,39,98,220,28,207,56,17,208,25,69,211,70,244,161,68,38,119,234,44,68,177,101,255,20,156,
149134,149134,Mk10,15:23:31 14-May-2015,,,3,21.3650,-157.9640,CRC 55216.6001,04:00:00 14-May-2015,TAD,29,123,13,92,66,113,5,,,,,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,03:53:32 22-May-2015,,,0,13.4530,144.6910,CRC 46967.47030,02:35:00 22-May-2015,Fast-GPS,123,119,125,108,38,48,21,213,5,108,152,105,11,110,229,22,194,185,37,152,160,52,40,,,,,,,,,
149134,149134,Mk10,08:15:54 22-May-2015,,,B,13.4590,144.6610,CRC 55935.22773,02:00:00 22-May-2015,DiveDepth,61,167,253,108,42,128,0,4,128,182,34,0,74,224,134,,,,,,,,,,,,,,,,,
149134,149134,Mk10,08:15:54 22-May-2015,,,B,13.4680,144.6240,CRC 55935.18236,02:00:00 23-May-2015,DiveDepth,61,167,253,110,42,148,48,22,39,84,146,209,254,207,201,,,,,,,,,,,,,,,,,
149134,149134,Mk10,20:52:59 22-May-2015,,,B,13.4600,144.6170,CRC 49794.32301,12:00:00 22-May-2015,DiveDuration,76,40,45,108,203,128,2,0,2,0,49,19,32,68,28,,,,,,,,,,,,,,,,,
149134,149134,Mk10,22:57:42 22-May-2015,,,B,13.4580,144.6170,CRC 46967.1293,02:00:00 22-May-2015,DiveDepth,59,119,125,108,38,48,21,213,4,108,154,105,75,110,181,22,194,185,37,152,160,180,42,,,,,,,,,
149134,149134,Mk10,05:26:18 23-May-2015,,,B,13.5000,144.5820,CRC 925.65041,05:26:18 23-May-2015,Status,0,7,239,205,246,3,157,,,,,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,20:00:15 23-May-2015,,,A,13.4170,144.6490,CRC 6180.2911,,Behavior,177,130,66,193,213,193,230,11,201,108,68,245,14,103,189,,,,,,,,,,,,,,,,,
149134,149134,Mk10,06:12:12 24-May-2015,,,B,13.3880,144.6630,CRC 2799.34577,16:00:00 08-Apr-2013,DiveDepth,48,174,245,17,14,59,194,188,79,163,214,205,148,8,137,,,,,,,,,,,,,,,,,
149134,149134,Mk10,13:06:57 24-May-2015,,,B,13.3950,144.6580,CRC 2058.51207,12:00:00 22-May-2015,TAD,16,128,173,108,199,12,132,5,137,105,79,128,128,16,0,,,,,,,,,,,,,,,,,
149134,149134,Mk10,19:59:20 24-May-2015,,,B,13.4150,144.6470,CRC 1741.50796,18:00:00 23-May-2015,TAD,16,108,221,111,41,11,11,13,151,120,211,187,39,1,128,,,,,,,,,,,,,,,,,
149134,149134,Mk10,10:01:51 25-May-2015,,,B,13.4260,144.6260,CRC 14806.62422,12:00:00 16-May-2015,TAT,35,157,109,96,192,139,120,33,129,0,8,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,12:43:12 25-May-2015,,,B,13.4230,144.6320,CRC 7343.56109,00:00:00 24-May-2015,TAD,17,202,253,112,9,67,1,1,130,3,2,16,118,0,128,,,,,,,,,,,,,,,,,
149134,149134,Mk10,19:25:33 25-May-2015,,,B,13.4150,144.6490,CRC 29925.36812,06:00:00 23-May-2015,TAD,23,78,93,110,104,11,8,11,30,60,232,144,37,6,193,,,,,,,,,,,,,,,,,
149134,149134,Mk10,05:48:59 26-May-2015,,,B,13.4150,144.6550,CRC 55509.57842,00:00:00 25-May-2015,DiveDuration,77,141,93,114,14,129,0,0,0,0,0,0,0,0,4,8,0,20,92,,,,,,,,,,,,,
149134,149134,Mk10,07:27:19 26-May-2015,,,B,13.4140,144.6570,CRC 61930.28600,18:00:00 24-May-2015,DiveDuration,79,30,173,113,32,94,129,2,0,0,2,32,234,129,232,,,,,,,,,,,,,,,,,
149134,149134,Mk10,10:42:04 26-May-2015,,,B,13.4070,144.6580,CRC 55200.5897,18:00:00 23-May-2015,TAT,45,122,13,111,32,121,0,248,2,0,0,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,10:43:46 26-May-2015,,,B,13.4070,144.6580,CRC 19909.10613,01:00:00 24-May-2014,Percent,100,220,89,112,20,32,35,248,199,225,230,107,115,132,239,4,223,86,74,211,119,42,125,130,42,120,27,158,244,39,81,
149134,149134,Mk10,11:37:08 26-May-2015,,,B,13.4170,144.6630,CRC 60801.12192,16:23:15 23-May-2015,Fast-GPS,126,216,29,111,5,115,224,198,34,143,134,99,214,168,85,251,129,178,248,4,245,156,181,226,131,154,101,139,132,3,0,
149134,149134,Mk10,13:10:16 26-May-2015,,,B,13.4220,144.6650,CRC 52091.28549,10:00:00 21-May-2015,DiveDepth,60,183,189,106,168,72,85,40,8,1,64,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,18:43:11 26-May-2015,,,1,13.4180,144.6560,CRC 50515.7378,00:00:00 22-May-2015,DiveDepth,60,85,61,108,0,122,129,12,4,0,0,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,18:51:40 26-May-2015,,,1,13.4180,144.6560,CRC 60805.12571,03:39:43 19-Apr-2015,Fast-GPS,126,216,93,38,54,122,244,237,180,83,234,135,91,89,82,111,170,61,86,232,255,64,126,169,124,93,20,229,46,126,165,
149134,149134,Mk10,20:06:44 27-May-2015,,,A,13.4110,144.6660,CRC 43351.29014,13:42:11 26-May-2015,Fast-GPS,122,149,125,116,214,162,217,50,176,47,148,4,102,173,184,33,8,62,236,78,14,201,142,69,196,192,32,,,,,
149134,149134,Mk10,10:57:41 28-May-2015,,,A,13.4190,144.6570,CRC 60380.59357,00:00:00 19-May-2015,TAT,46,189,205,102,0,138,116,4,0,0,0,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,12:33:55 28-May-2015,,,B,13.4100,144.6470,CRC 14269.49893,22:00:00 24-May-2015,TAT,35,123,221,113,105,73,109,180,165,166,165,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,17:00:35 28-May-2015,,,B,13.3990,144.6380,CRC 38121.61550,12:00:00 23-May-2015,DiveDuration,73,78,157,110,194,219,43,77,224,125,24,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,19:40:36 28-May-2015,,,B,13.3990,144.6350,CRC 7949.53715,12:00:00 11-May-2015,TAD,17,240,221,86,197,178,14,,,,,,,,,,,,,,,,,,,,,,,,,
149134,149134,Mk10,19:40:36 28-May-2015,,,B,13.4090,144.6450,CRC 7949.45951,21:00:00 12-Apr-2015,TAD,17,240,221,25,86,168,85,,,,,,,,,,,,,,,,,,,,,,,,,
