Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5947,152581,7,P,2,2,25-Aug-2015,20:04:00,47.6770,-122.1310,,401677496,-125,,0,25-Aug-2015,20:02:30,,,180,,,,,,,2,6,51,64,158,140,72,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,2,25-Aug-2015,20:04:00,47.6770,-122.1310,,401677496,-125,,0,25-Aug-2015,20:03:30,,,180,,,,,,,2,6,51,64,222,88,73,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,2,25-Aug-2015,20:04:00,47.6770,-122.1310,,401677496,-125,,0,25-Aug-2015,20:04:30,,,180,,,,,,,2,6,51,65,30,152,72,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,2,25-Aug-2015,20:04:00,47.6770,-122.1310,,401677496,-125,,0,25-Aug-2015,20:05:30,,,180,,,,,,,2,188,227,65,94,0,89,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,A,B,3,25-Aug-2015,20:46:30,47.6770,-122.1320,,401677494,-132,,0,25-Aug-2015,20:46:30,,,,,,,,,,2,6,51,75,158,168,74,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:38:30,,,600,,,,,,,2,6,51,89,158,208,79,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:39:30,,,600,,,,,,,2,6,51,89,222,4,78,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:40:30,,,600,,,,,,,2,6,51,90,30,124,78,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:42:30,,,600,,,,,,,2,6,51,90,158,148,79,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:43:30,,,600,,,,,,,2,6,51,90,222,64,78,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:44:30,,,600,,,,,,,2,6,51,91,30,128,79,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:45:30,,,600,,,,,,,2,180,245,91,94,0,189,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:47:30,,,600,,,,,,,2,6,51,91,222,188,79,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,1,4,25-Aug-2015,21:43:23,47.6760,-122.1400,,401677492,-122,,0,25-Aug-2015,21:48:30,,,600,,,,,,,2,6,51,92,30,244,78,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,N,A,5,25-Aug-2015,22:22:00,47.6800,-122.1360,,401677491,-132,,0,25-Aug-2015,22:21:30,,,120,,,,,,,2,172,249,101,94,0,225,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,N,A,5,25-Aug-2015,22:22:00,47.6800,-122.1360,,401677491,-132,,0,25-Aug-2015,22:22:30,,,120,,,,,,,2,6,51,101,158,128,67,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,N,A,5,25-Aug-2015,22:22:00,47.6800,-122.1360,,401677491,-132,,0,25-Aug-2015,22:23:30,,,120,,,,,,,2,6,51,101,222,84,66,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,6,25-Aug-2015,23:24:30,47.6780,-122.1340,,401677491,-135,,0,25-Aug-2015,23:24:30,,,240,,,,,,,2,6,51,118,30,236,70,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,6,25-Aug-2015,23:24:30,47.6780,-122.1340,,401677491,-135,,0,25-Aug-2015,23:26:30,,,240,,,,,,,2,142,50,118,158,4,71,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,6,25-Aug-2015,23:24:30,47.6780,-122.1340,,401677491,-135,,0,25-Aug-2015,23:27:30,,,240,,,,,,,2,6,51,118,222,208,70,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,P,2,6,25-Aug-2015,23:24:30,47.6780,-122.1340,,401677491,-135,,0,25-Aug-2015,23:28:30,,,240,,,,,,,2,6,51,119,30,16,71,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,25-Aug-2015,23:56:30,,,420,,,,,,,2,6,51,126,30,140,68,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,25-Aug-2015,23:58:30,,,420,,,,,,,2,6,51,126,158,100,69,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,25-Aug-2015,23:59:30,,,420,,,,,,,2,6,51,126,222,176,68,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,26-Aug-2015,00:00:30,,,420,,,,,,,2,6,52,0,30,100,233,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,26-Aug-2015,00:01:30,,,420,,,,,,,2,173,0,0,94,1,69,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,K,3,7,26-Aug-2015,00:00:00,47.6770,-122.1360,,401677491,-119,,0,26-Aug-2015,00:03:30,,,420,,,,,,,2,6,52,0,222,88,233,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,N,3,8,26-Aug-2015,00:03:00,47.6770,-122.1360,,401677491,-120,,0,25-Aug-2015,23:59:30,,,420,,,,,,,2,6,51,126,222,176,68,,,,,,,,,,,,,,,,,,,,,,,,,
5947,152581,7,N,3,8,26-Aug-2015,00:03:00,47.6770,-122.1360,,401677491,-120,,0,26-Aug-2015,00:00:30,,,420,,,,,,,2,6,52,0,30,100,233,,,,,,,,,,,,,,,,,,,,,,,,,
