,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
152581,13-Nov-2015,02:03:00,3,6.000000,34,30,0,6,,,,,,,,,,,,,,15,23,5602,,,,28,27715,,,,9,4915,,,,17,9944,,,,10,22102,,,,7,32191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,13-Nov-2015,08:15:51,2,6.000000,35,31,0,5,,,,,,,,,,,,,,15,20,5328,,,,15,21146,,,,24,12712,,,,13,29131,,,,5,11495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,14-Nov-2015,09:41:30,2,6.000000,39,36,0,4,,,,,,,,,,,,,,15,24,17012,,,,15,20550,,,,18,17705,,,,20,18212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,15-Nov-2015,06:09:05,1,6.000000,42,41,0,4,,,,,,,,,,,,,,15,10,14048,,,,13,12332,,,,5,5460,,,,2,3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,16-Nov-2015,14:50:10,1,6.000000,47,49,0,5,,,,,,,,,,,,,,15,26,32542,,,,22,17528,,,,31,23310,,,,16,22734,,,,14,15811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,17-Nov-2015,03:45:10,1,6.000000,49,53,0,7,,,,,,,,,,,,,,15,9,27864,,,,2,21597,,,,7,17592,,,,6,32041,,,,30,13994,,,,17,29624,,,,5,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,17-Nov-2015,11:13:37,1,6.000000,50,57,0,8,,,,,,,,,,,,,,15,15,8165,,,,12,10562,,,,18,1102,,,,25,14498,,,,24,5300,,,,20,17947,,,,14,3058,,,,10,6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,19-Nov-2015,22:15:34,1,6.000000,59,67,0,4,,,,,,,,,,,,,,15,3,29351,,,,32,30414,,,,23,31954,,,,1,8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,21-Nov-2015,07:14:08,1,7.000000,64,79,0,4,,,,,,,,,,,,,,15,5,31910,,,,10,22352,,,,2,5061,,,,13,26712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,21-Nov-2015,20:09:37,1,7.000000,66,82,0,5,,,,,,,,,,,,,,15,11,26954,,,,8,26204,,,,7,13048,,,,1,10206,,,,16,18772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,22-Nov-2015,09:21:47,1,7.000000,68,85,0,4,,,,,,,,,,,,,,15,10,28306,,,,24,11152,,,,12,18363,,,,25,15287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,23-Nov-2015,06:42:33,1,7.000000,71,95,0,4,,,,,,,,,,,,,,15,13,20362,,,,2,7744,,,,20,27145,,,,29,20791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,24-Nov-2015,11:06:13,1,7.000000,75,108,0,6,,,,,,,,,,,,,,15,15,24852,,,,12,13618,,,,22,8978,,,,24,5910,,,,20,8380,,,,10,16509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152581,25-Nov-2015,15:10:38,1,7.000000,79,119,0,4,,,,,,,,,,,,,,15,16,4666,,,,26,18427,,,,31,9519,,,,29,27544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
