DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149121,149121,Mk10,Strong,03-May-2015,19:17:29,03-May-2015,19:17:30
149121,149121,Mk10,Strong,28-Jul-2015,17:21:24,28-Jul-2015,17:21:37
