DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166341,166341,Mk10,Strong,07-Oct-2016,18:58:56,07-Oct-2016,18:58:57
166341,166341,Mk10,Strong,05-Feb-2017,11:36:53,05-Feb-2017,11:36:54
