DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
85496,85496,Mk10,Weak,11-Aug-2013,02:33:51,11-Aug-2013,02:29:50
85496,85496,Mk10,Strong,18-Aug-2013,06:31:20,18-Aug-2013,06:27:17
85496,85496,Mk10,Strong,26-Jan-2017,08:51:11,26-Jan-2017,08:41:21
