DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
85496,85496,Mk10,DS,1,0,1,,,02:33:51 11-Aug-2013,K,,,,,,,,,
85496,85496,Mk10,DS,2,0,0,100,100,06:25:37 18-Aug-2013,K,,,,,,,,,
85496,85496,Mk10,DS,1,0,0,,,08:03:37 18-Aug-2013,K,,,,,,,,,
85496,85496,Mk10,DS,1,0,0,,,09:30:37 18-Aug-2013,R,,,,,,,,,
85496,85496,Mk10,DS,1,0,1,,,11:00:13 18-Aug-2013,A,,,,,,,,,
85496,85496,Mk10,DS,1,0,0,,,12:06:47 18-Aug-2013,L,,,,,,,,,
85496,85496,Mk10,DS,1,0,1,,,17:58:35 18-Aug-2013,N,,,,,,,,,
85496,85496,Mk10,DS,1,0,0,,,05:08:34 19-Aug-2013,N,,,,,,,,,
85496,85496,Mk10,DS,1,0,1,,,06:00:01 19-Aug-2013,K,,,,,,,,,
85496,85496,Mk10,DS,2,0,0,483,483,09:01:21 19-Aug-2013,R,,,,,,,,,
85496,85496,Mk10,DS,3,0,0,237,126,10:38:26 19-Aug-2013,A,A,21.5450,174.0150,,,,,401677223,-120
85496,85496,Mk10,DS,1,0,1,,,20:04:34 19-Aug-2013,R,B,15.2060,145.7030,,,,,401677306,-125
85496,85496,Mk10,DS,1,0,0,,,02:18:03 20-Aug-2013,P,B,15.2070,145.7030,,,,,401677307,-133
85496,85496,Mk10,DS,1,0,1,,,03:58:20 20-Aug-2013,P,B,15.2080,145.7020,,,,,401677308,-129
85496,85496,Mk10,DS,1,0,0,,,10:04:16 20-Aug-2013,L,B,15.2110,145.7030,,,,,401677302,-128
85496,85496,Mk10,DS,1,0,1,,,11:53:57 20-Aug-2013,A,B,15.2110,145.7030,,,,,401677300,-122
85496,85496,Mk10,DS,1,0,1,,,12:50:15 20-Aug-2013,B,B,15.2130,145.7040,,,,,401677302,-134
85496,85496,Mk10,DS,1,0,0,,,16:41:18 20-Aug-2013,P,B,15.2160,145.7050,,,,,401677303,-127
