DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
171227,171227,,Mk10,15:00:00 09-May-2017,,,,0.0,20.0,Status
171227,171227,,Mk10,21:00:00 25-May-2017,,,,0.0,29.2,Status
171227,171227,,Mk10,20:00:00 31-May-2017,,,,0.0,29.4,Status
171227,171227,,Mk10,20:00:00 11-Jun-2017,,,,0.0,29.6,Status
171227,171227,,Mk10,20:00:00 12-Jun-2017,,,,0.0,29.6,Status
171227,171227,,Mk10,08:00:00 23-Jun-2017,,,,0.0,31.0,Status
171227,171227,,Mk10,20:00:00 23-Jun-2017,,,,0.0,29.6,Status
171227,171227,,Mk10,08:00:00 26-Jun-2017,,,,0.0,31.0,Status
171227,171227,,Mk10,17:00:00 28-Jun-2017,,,,0.0,29.6,Status
171227,171227,,Mk10,09:00:00 09-Jul-2017,,,,0.0,30.3,Status
171227,171227,,Mk10,09:00:00 10-Jul-2017,,,,0.0,30.2,Status
171227,171227,,Mk10,17:00:00 17-Jul-2017,,,,0.0,29.5,Status
171227,171227,,Mk10,11:00:00 28-Jul-2017,,,,0.0,30.1,Status
171227,171227,,Mk10,16:00:00 05-Aug-2017,,,,0.0,30.7,Status
171227,171227,,Mk10,09:00:00 12-Aug-2017,,,,0.0,32.5,Status
171227,171227,,Mk10,20:00:00 12-Aug-2017,,,,0.0,30.8,Status
171227,171227,,Mk10,09:00:00 13-Aug-2017,,,,0.0,32.4,Status
171227,171227,,Mk10,09:00:00 25-Aug-2017,,,,0.0,30.9,Status
171227,171227,,Mk10,17:00:00 24-Sep-2017,,,,0.0,28.9,Status
