Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
166342,28-Oct-2016,04:22:00,2,1.000000,35,,0,9,15.04200,145.57201,11:53:23 28-Oct-2016,A,15.04015,145.59441,54,1,,10.4,2.9,,,,15,17,30484,,,,19,10351,,,,6,32144,,,,30,2678,,,,2,15518,,,,9,22347,,,,13,30449,,,,4,7045,,,,7,24672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,31-Oct-2016,08:45:00,1,1.000000,46,20,0,7,15.05600,145.62900,08:41:44 01-Nov-2016,N,15.04108,145.59654,54,,,10.0,2.8,,,,15,24,12093,,,,15,21623,,,,12,15870,,,,21,8764,,,,13,9620,,,,5,6851,,,,20,7516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,05-Nov-2016,13:08:45,1,1.000000,65,35,0,8,15.03700,145.58900,07:43:54 06-Nov-2016,N,15.04028,145.59477,54,,,5.6,3.2,,,,15,32,19683,,,,25,19133,,,,31,27664,,,,29,25299,,,,10,5236,,,,14,17094,,,,18,10841,,,,12,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,07-Nov-2016,22:34:26,1,1.000000,73,45,0,5,15.03700,145.59100,08:37:54 07-Nov-2016,R,15.05205,145.59682,54,,,7.7,2.7,,,,15,3,7260,,,,28,26447,,,,23,20535,,,,7,23827,,,,30,31240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,10-Nov-2016,04:19:00,1,1.000000,80,63,0,7,15.03900,145.59599,23:16:20 10-Nov-2016,A,15.04041,145.59477,54,1,,20.6,2.7,,,,15,4,3574,,,,5,27366,,,,6,8753,,,,13,578,,,,19,16879,,,,30,20828,,,,2,17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,12-Nov-2016,16:52:28,1,1.000000,88,76,0,7,15.03100,145.62000,08:47:54 13-Nov-2016,R,15.04110,145.59621,54,,,7.9,2.2,,,,15,16,17991,,,,23,21224,,,,31,25100,,,,8,7474,,,,26,28576,,,,14,6921,,,,27,10248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,16-Nov-2016,06:20:14,1,1.000000,101,81,0,4,15.03800,145.60600,11:14:26 16-Nov-2016,B,15.03858,145.59164,54,,,0.7,2.7,,,,15,5,5870,,,,2,20568,,,,4,26714,,,,13,29631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,16-Nov-2016,12:52:14,1,1.000000,102,81,0,5,15.03858,145.59164,06:20:17.705000 16-Nov-2016,FastGPS,15.04072,145.59633,54,,,8.5,2.2,,,,15,32,22141,,,,14,6132,,,,29,26550,,,,25,11624,,,,31,17338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,19-Nov-2016,17:39:26,1,1.000000,113,90,0,7,15.04400,145.60300,01:13:44 20-Nov-2016,A,15.04101,145.59648,54,,,5.2,3.1,,,,15,11,4120,,,,31,11311,,,,27,4375,,,,23,19697,,,,8,3638,,,,1,11514,,,,26,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,25-Nov-2016,09:59:05,1,1.000000,132,111,0,8,15.03700,145.62399,08:43:34 26-Nov-2016,R,15.04430,145.59688,54,,,8.9,1.6,,,,15,10,17156,,,,18,10517,,,,24,18987,,,,20,30163,,,,32,28062,,,,25,302,,,,29,31796,,,,15,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,28-Nov-2016,15:37:58,1,1.000000,143,120,0,7,15.04500,145.58501,04:20:40 29-Nov-2016,P,15.04102,145.59641,54,,,7.3,2.6,,,,15,27,27870,,,,21,23623,,,,31,18990,,,,8,29114,,,,26,10332,,,,16,30688,,,,23,31211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166342,30-Nov-2016,13:36:39,1,1.000000,150,128,0,6,15.04300,145.59100,00:39:24 01-Dec-2016,A,15.04123,145.59630,54,,,10.2,2.5,,,,15,32,30538,,,,16,15123,,,,31,2994,,,,26,22859,,,,14,23744,,,,29,9944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
