DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
166342,166342,Mk10,18:08:09 07-Oct-2016,,,B,47.6800,-122.1340,CRC 26061.7322,18:08:08 07-Oct-2016,Status,4,2,143,34,8,101,205,48,0,0,0,5,0,81,13,12,60,0,3,128,70,32,130,47,96,3,251,,,,,
166342,166342,Mk10,19:56:09 07-Oct-2016,,,2,47.6780,-122.1330,CRC 40627.20802,19:56:08 07-Oct-2016,Status,6,2,143,62,8,158,179,51,40,20,0,7,48,81,13,9,60,0,2,128,22,0,4,255,192,0,0,,,,,
166342,166342,Mk10,19:59:09 07-Oct-2016,,,2,47.6780,-122.1330,RTC hours: 27,19:59:09 07-Oct-2016,Status,6,188,241,190,200,0,127,51,56,20,0,7,48,81,13,13,60,16,3,79,126,128,22,0,4,255,192,,,,,
166342,166342,Mk10,20:00:09 07-Oct-2016,,,2,47.6780,-122.1330,CRC 53996.61646,20:00:08 07-Oct-2016,Status,6,2,143,64,8,210,236,51,40,20,0,7,48,81,13,13,56,0,2,128,20,2,4,255,192,0,0,,,,,
166342,166342,Mk10,23:21:09 07-Oct-2016,,,3,47.6760,-122.1360,CRC 63372.52737,23:21:09 07-Oct-2016,Status,6,188,245,117,72,1,73,51,40,18,15,247,63,161,38,61,96,128,127,247,140,129,125,129,187,27,63,,,,,
166342,166342,Mk10,23:22:09 07-Oct-2016,,,3,47.6760,-122.1360,CRC 31775.47370,23:54:08 07-Feb-2016,Status,6,0,143,125,136,124,31,51,40,19,240,7,48,81,13,13,60,0,2,128,22,0,4,255,192,1,0,,,,,
166342,166342,Mk10,00:05:09 08-Oct-2016,,,3,47.6780,-122.1350,CRC 52073.10526,00:05:09 08-Oct-2016,Status,6,188,208,1,72,1,117,51,40,19,224,7,48,1,15,237,60,36,3,203,105,128,22,0,4,255,224,,,,,
166342,166342,Mk10,23:58:20 29-Oct-2016,,,B,15.0490,145.5950,CRC 4343.4359,06:46:49 29-Oct-2016,Fast-GPS,113,15,114,186,102,236,96,85,127,90,141,224,132,177,252,149,225,249,52,10,118,12,201,89,48,126,77,137,195,5,0,
166342,166342,Mk10,04:57:44 31-Oct-2016,,,B,15.0780,145.6220,CRC 27463.1383,16:00:00 16-Oct-2016,TAT,38,180,114,161,10,56,243,0,147,7,243,,,,,,,,,,,,,,,,,,,,,
166342,166342,Mk10,21:25:16 31-Oct-2016,,,B,15.0430,145.6090,CRC 9033.20947,21:25:16 31-Oct-2016,Status,4,197,107,86,79,3,31,252,168,157,230,185,113,155,102,105,102,80,207,35,73,170,216,143,146,249,140,,,,,
