DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
171245,171245,,Mk10,,15:08:34 06-Jun-2017,15:08:35 06-Jun-2017,1,2,47.6780,-122.1360,CRC,0,0,,,,1.008,0.072,,-0.5,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,,15:09:35 06-Jun-2017,,2,47.6780,-122.1360,CRC,0,0,,37,3.504,1.016,0.164,21.10,-0.5,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:10:34 06-Jun-2017,15:10:35 06-Jun-2017,1,2,47.6780,-122.1360,CRC,0,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:22:34 06-Jun-2017,15:22:35 06-Jun-2017,1,3,47.6780,-122.1350,CRC,0,0,,,,1.016,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,,15:23:35 06-Jun-2017,,3,47.6780,-122.1350,CRC,0,0,,51,3.504,1.000,0.152,21.90,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:24:34 06-Jun-2017,15:24:35 06-Jun-2017,1,3,47.6780,-122.1350,CRC,1,0,,,,1.008,0.152,,-0.5,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,,15:25:35 06-Jun-2017,,3,47.6780,-122.1350,CRC,1,0,,53,3.504,1.008,0.152,22.00,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:54:34 06-Jun-2017,15:54:35 06-Jun-2017,1,3,47.6780,-122.1360,CRC,1,0,,,,1.016,0.152,,-0.5,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,,15:55:35 06-Jun-2017,,3,47.6780,-122.1360,CRC,1,0,,83,3.440,1.008,0.156,22.50,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:56:34 06-Jun-2017,15:56:35 06-Jun-2017,1,3,47.6780,-122.1360,CRC,1,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,15:58:34 06-Jun-2017,15:58:35 06-Jun-2017,1,3,47.6780,-122.1360,CRC,1,0,,,,1.008,0.156,,0.0,0.0,0,,,,,,,,,,,255,37,37,80,,,,,,,,34,2,,
171245,171245,,Mk10,,16:00:34 06-Jun-2017,16:00:35 06-Jun-2017,1,3,47.6780,-122.1360,CRC,1,0,,,,1.016,0.156,,-0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,16:02:34 06-Jun-2017,16:02:35 06-Jun-2017,1,3,47.6780,-122.1360,CRC,1,0,,,,1.008,0.152,,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,16:03:35 06-Jun-2017,,3,47.6780,-122.1360,CRC,1,0,,91,3.440,1.008,0.152,22.60,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,16:16:34 06-Jun-2017,16:16:35 06-Jun-2017,1,B,47.6780,-122.1360,CRC,1,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:05:35 06-Jun-2017,,B,47.6780,-122.1350,CRC,1,0,,153,3.440,1.008,0.152,23.20,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,17:06:34 06-Jun-2017,17:06:35 06-Jun-2017,1,B,47.6780,-122.1350,CRC,1,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:09:35 06-Jun-2017,,B,47.6790,-122.1370,CRC,1,0,,157,3.440,1.008,0.156,23.20,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:35:35 06-Jun-2017,,2,47.6780,-122.1330,CRC,1,0,,183,3.504,1.008,0.152,23.40,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,17:38:34 06-Jun-2017,17:38:35 06-Jun-2017,1,2,47.6780,-122.1330,CRC,1,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,17:40:34 06-Jun-2017,17:40:35 06-Jun-2017,1,2,47.6780,-122.1330,CRC,1,0,,,,1.008,0.152,,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:53:35 06-Jun-2017,,3,47.6780,-122.1370,CRC,1,0,,201,3.504,1.008,0.152,23.50,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,17:54:34 06-Jun-2017,17:54:35 06-Jun-2017,1,3,47.6780,-122.1370,CRC,1,0,,,,1.008,0.148,,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:55:35 06-Jun-2017,,3,47.6780,-122.1370,CRC,1,0,,203,3.440,1.008,0.152,23.50,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,17:56:34 06-Jun-2017,17:56:35 06-Jun-2017,1,3,47.6780,-122.1370,CRC,1,0,,,,1.008,0.152,,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:57:35 06-Jun-2017,,3,47.6780,-122.1370,CRC,1,0,,205,3.504,1.000,0.152,23.50,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,,17:59:35 06-Jun-2017,,3,47.6780,-122.1370,CRC,1,0,,207,3.504,1.008,0.152,23.60,0.5,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
171245,171245,,Mk10,,18:00:34 06-Jun-2017,18:00:35 06-Jun-2017,1,3,47.6780,-122.1370,CRC,1,0,,,,1.008,0.152,,0.0,0.0,0,,,,,,,,,,,255,37,37,91,,,,,,,,34,2,,
