DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
176780,176780,,Mk10,,22:40:44 06-Aug-2018,22:40:45 06-Aug-2018,1,3,47.6771,-122.1248,CRC,1,0,,,,1.008,0.184,,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,,22:41:45 06-Aug-2018,,3,47.6771,-122.1248,CRC,1,0,,62,3.568,1.008,0.184,41.70,3.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,22:42:44 06-Aug-2018,22:42:45 06-Aug-2018,1,3,47.6771,-122.1248,CRC,1,0,,,,1.008,0.188,,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,,22:43:45 06-Aug-2018,,3,47.6771,-122.1248,CRC,1,0,,64,3.568,1.016,0.188,44.10,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,22:44:44 06-Aug-2018,22:44:45 06-Aug-2018,1,3,47.6771,-122.1248,CRC,1,0,,,,1.016,0.184,,1.5,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,,22:45:45 06-Aug-2018,,3,47.6771,-122.1248,CRC,1,0,,66,3.568,1.008,0.184,44.30,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,22:46:44 06-Aug-2018,22:46:45 06-Aug-2018,1,3,47.6771,-122.1248,CRC,1,0,,,,1.008,0.188,,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,,22:47:45 06-Aug-2018,,3,47.6771,-122.1248,CRC,1,0,,68,3.568,1.016,0.184,45.00,1.5,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,22:48:44 06-Aug-2018,22:48:45 06-Aug-2018,1,3,47.6771,-122.1248,CRC,1,0,,,,1.008,0.188,,1.5,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
176780,176780,,Mk10,,,22:49:45 06-Aug-2018,,3,47.6771,-122.1248,CRC,1,0,,70,3.568,1.008,0.188,41.50,2.0,0.0,0,,,,,,,,,,,255,69,69,112,,,,,,,,32,1,,
