DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
166334,166334,,Mk10,22:00:00 31-May-2017,,,,0.0,29.5,Status
166334,166334,,Mk10,20:00:00 03-Jun-2017,,,,0.0,29.5,Status
166334,166334,,Mk10,18:00:00 04-Aug-2017,,,,0.0,31.0,Status
166334,166334,,Mk10,18:00:00 08-Aug-2017,,,,0.0,30.5,Status
166334,166334,,Mk10,18:00:00 22-Aug-2017,,,,0.0,30.4,Status
166334,166334,,Mk10,19:00:00 28-Aug-2017,,,,0.0,29.9,Status
166334,166334,,Mk10,09:00:00 31-Aug-2017,,,,0.0,30.5,Status
166334,166334,,Mk10,10:00:00 02-Sep-2017,,,,0.0,30.4,Status
166334,166334,,Mk10,04:00:00 07-Sep-2017,,,,0.0,30.9,Status
166334,166334,,Mk10,18:00:00 08-Oct-2017,,,,0.0,29.9,Status
166334,166334,,Mk10,09:00:00 12-Oct-2017,,,,0.0,30.0,Status
166334,166334,,Mk10,19:00:00 15-Oct-2017,,,,0.0,29.4,Status
166334,166334,,Mk10,23:00:00 02-Nov-2017,,,,0.0,29.8,Status
166334,166334,,Mk10,00:00:00 09-Dec-2017,,,,0.0,29.1,Status
166334,166334,,Mk10,20:00:00 11-Jan-2018,,,,0.0,27.9,Status
166334,166334,,Mk10,09:00:00 17-Jan-2018,,,,0.0,28.6,Status
166334,166334,,Mk10,18:00:00 25-Jan-2018,,,,0.0,28.3,Status
166334,166334,,Mk10,09:00:00 04-Feb-2018,,,,0.0,28.4,Status
166334,166334,,Mk10,23:00:00 11-Feb-2018,,,,0.0,28.2,Status
166334,166334,,Mk10,20:00:00 15-Feb-2018,,,,0.0,27.4,Status
166334,166334,,Mk10,11:00:00 10-Mar-2018,,,,0.0,28.3,Status
166334,166334,,Mk10,18:00:00 14-Mar-2018,,,,0.0,27.4,Status
166334,166334,,Mk10,19:00:00 26-Mar-2018,,,,0.0,28.0,Status
