DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
176778,176778,,Mk10,,23:49:45 15-Nov-2020,23:48:19 15-Nov-2020,-85,3,13.4542,144.6386,CRC,0,0,,,,1.008,0.140,,1.0,0.0,0,,,,,,,,,,,201,255,255,80,,,,,,,,65,10,,,,,
176778,176778,,Mk10,,09:28:30 17-Nov-2020,09:27:04 17-Nov-2020,-85,1,13.4579,144.6382,CRC,0,0,,,,1.016,0.148,,0.5,40.0,0,,,,,,,,,,,249,24,255,80,16,,,,,,,74,14,,,,,
176778,176778,,Mk10,,,22:03:48 17-Nov-2020,,3,13.4559,144.6425,CRC,0,0,,1344,3.568,1.016,0.128,29.20,0.5,40.0,0,,,,,,,,,,,255,24,255,80,16,,,,,,,77,15,,,,,
176778,176778,,Mk10,,00:21:10 20-Nov-2020,00:19:43 20-Nov-2020,-86,1,13.4572,144.6428,CRC,0,0,,,,1.016,0.144,,0.0,40.0,0,,,,,,,,,,,117,23,255,80,16,,,,,,,124,34,,,,,
176778,176778,,Mk10,,,21:30:37 20-Nov-2020,,B,13.4622,144.6438,CRC,0,0,,2432,3.568,1.008,0.152,29.50,0.5,40.0,0,,,,,,,,,,,180,23,255,80,16,,,,,,,127,34,,,,,
176778,176778,,Mk10,,00:23:10 21-Nov-2020,00:21:43 21-Nov-2020,-86,3,13.4561,144.6360,CRC,0,0,,,,1.008,0.152,,1.5,40.0,0,,,,,,,,,,,179,22,255,80,16,,,,,,,128,34,,,,,
176778,176778,,Mk10,,,19:28:55 21-Nov-2020,,A,13.4710,144.6675,CRC,0,0,,2688,3.568,1.016,0.140,29.50,0.0,40.0,0,,,,,,,,,,,136,22,255,80,16,,,,,,,133,36,,,,,
176778,176778,,Mk10,,,19:21:33 22-Nov-2020,,1,13.4551,144.6559,CRC,0,0,,3008,3.568,1.016,0.132,29.60,0.5,48.0,0,,,,,,,,,,,236,21,255,80,16,,,,,,,141,40,,,,,
176778,176778,,Mk10,,,11:19:53 23-Nov-2020,,1,13.4572,144.6432,CRC,0,0,,3200,3.568,1.008,0.144,29.20,0.0,42.0,0,,,,,,,,,,,225,21,255,80,16,,,,,,,144,41,,,,,
176778,176778,,Mk10,,,20:46:09 24-Nov-2020,,1,13.4591,144.6406,CRC,0,0,,3584,3.568,1.016,0.144,29.20,0.5,44.0,0,,,,,,,,,,,94,22,255,80,16,,,,,,,156,48,,,,,
176778,176778,,Mk10,,23:20:50 26-Nov-2020,23:19:22 26-Nov-2020,-87,3,13.4577,144.6399,CRC,0,0,,,,1.000,0.136,,0.0,38.0,0,,,,,,,,,,,250,20,255,80,16,,,,,,,216,79,,,,,
176778,176778,,Mk10,,,19:48:25 28-Nov-2020,,A,13.4620,144.6182,,0,0,,4800,3.568,1.000,0.168,28.40,1.5,44.0,0,,,,,,,,,,,,22,255,80,1167,,,,,,,,,,,,,
