DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
176778,176778,Mk10,Strong,15-Nov-2020,23:49:45,15-Nov-2020,23:48:19
176778,176778,Mk10,Strong,19-Feb-2021,01:22:02,19-Feb-2021,01:20:22
