DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
152586,152586,Mk10,Strong,25-Aug-2015,19:07:41,25-Aug-2015,19:07:42
152586,152586,Mk10,Strong,01-Apr-2016,08:04:20,01-Apr-2016,08:04:28
