Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
142755,15-May-2016,04:16:00,3,55.000000,48,65,0,7,15.03160,145.65083,17:15:21.519609 15-May-2016,FastGPS,15.04256,145.64931,54,1,,18.6,10.2,,,,15,27,19320,,,,14,24934,,,,32,14874,,,,31,1484,,,,21,19804,,,,26,5764,,,,4,10887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,15-May-2016,17:14:15,1,55.000000,50,66,0,7,15.00900,145.65401,11:21:44 16-May-2016,B,15.03160,145.65083,54,,,22.6,11.5,,,,15,13,16040,,,,2,10324,,,,19,12280,,,,5,84,,,,15,9926,,,,6,28520,,,,29,8809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,16-May-2016,05:56:27,1,55.000000,52,66,0,7,15.03160,145.65083,17:15:21.519609 15-May-2016,FastGPS,15.03059,145.65245,54,1,,9.3,11.6,,,,15,31,27298,,,,4,9936,,,,26,20184,,,,27,15341,,,,11,11362,,,,21,28843,,,,16,23480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,17-May-2016,08:24:35,1,55.000000,56,72,0,7,15.03267,145.65688,03:08:18.362500 18-May-2016,FastGPS,15.03162,145.65071,54,,,3.7,10.6,,,,15,16,26132,,,,22,5020,,,,11,3844,,,,27,9183,,,,1,12546,,,,3,7168,,,,26,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,18-May-2016,03:07:13,2,55.000000,59,73,0,4,15.05200,145.62100,00:48:16 19-May-2016,B,15.03267,145.65688,54,,,0.8,10.4,,,,15,32,18160,,,,31,26128,,,,4,18666,,,,14,7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,22-May-2016,16:05:53,1,55.000000,74,105,0,7,15.03100,145.64301,11:28:40 23-May-2016,A,15.03138,145.65092,54,,,8.9,11.6,,,,15,13,9944,,,,6,13856,,,,2,1706,,,,15,9873,,,,5,3516,,,,19,14785,,,,30,17142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,23-May-2016,05:53:15,1,55.000000,76,110,0,5,15.03138,145.65092,16:06:59.567500 22-May-2016,FastGPS,15.03187,145.65161,54,,,7.9,10.6,,,,15,31,17886,,,,23,26522,,,,26,30634,,,,11,24868,,,,10,4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,27-May-2016,00:41:08,1,56.000000,90,117,0,5,15.00600,145.65300,23:28:30 27-May-2016,B,,,,,,,,,,,15,29,32489,,,,32,24577,,,,31,22283,,,,14,3129,,,,4,14936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,31-May-2016,08:44:10,1,56.000000,105,145,0,5,15.02900,145.67400,08:01:09 01-Jun-2016,N,15.03197,145.65100,54,,,10.1,11.3,,,,15,22,14644,,,,1,21548,,,,11,12342,,,,3,1675,,,,8,29066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142755,01-Jun-2016,13:09:24,1,56.000000,109,151,0,5,15.03700,145.62900,09:13:41 02-Jun-2016,R,15.02331,145.65378,54,,,12.0,11.2,,,,15,17,16140,,,,9,13289,,,,19,26608,,,,30,2597,,,,7,11676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
