DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
178568,178568,Mk10,Strong,11-Feb-2019,17:00:34,11-Feb-2019,17:00:35
178568,178568,Mk10,Strong,11-Feb-2019,20:34:34,11-Feb-2019,20:34:35
