Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
178568,05-Sep-2019,04:41:00,1,1.000000,31,1,0,5,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.18699,145.70174,54,,,3.4,19.2,,,,15,6,29942,,,,9,1396,,,,7,32517,,,,5,8868,,,,19,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,05:57:48,1,1.000000,34,4,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.18998,145.70215,54,,,7.8,19.2,,,,15,2,18076,,,,5,32633,,,,6,19510,,,,19,21370,,,,13,30933,,,,17,21566,,,,30,27780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,06:05:46,1,1.000000,36,7,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19193,145.70305,54,,,8.8,19.2,,,,15,7,6967,,,,5,4289,,,,13,11016,,,,6,9044,,,,19,17409,,,,2,3605,,,,30,27834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,06:20:07,2,1.000000,39,8,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19121,145.70303,54,,,14.6,19.2,,,,15,5,13766,,,,13,29145,,,,6,17512,,,,2,945,,,,30,22854,,,,19,17250,,,,17,16557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,06:41:04,1,1.000000,40,11,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19041,145.70241,54,,,7.5,18.2,,,,15,5,1423,,,,2,6112,,,,13,14002,,,,30,5808,,,,6,5085,,,,29,2177,,,,7,12731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,06:50:45,1,1.000000,43,11,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19049,145.70267,54,,,9.5,18.7,,,,15,13,23460,,,,2,25093,,,,5,18178,,,,7,21427,,,,6,17964,,,,15,15152,,,,30,31347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,06:55:00,1,1.000000,44,11,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19084,145.70259,54,,,7.2,18.7,,,,15,2,30048,,,,5,23428,,,,6,5982,,,,13,24386,,,,15,24859,,,,30,24804,,,,7,7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:05:08,1,1.000000,45,11,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19090,145.70267,54,,,11.7,18.2,,,,15,2,4008,,,,5,1299,,,,13,22124,,,,15,11495,,,,6,5629,,,,30,4292,,,,7,4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:08:23,1,1.000000,46,11,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19058,145.70274,54,,,9.8,18.7,,,,15,5,8292,,,,2,8768,,,,30,402,,,,13,24255,,,,7,29246,,,,6,30558,,,,29,18189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:22:23,1,1.000000,48,12,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19047,145.70250,54,,,6.6,19.7,,,,15,2,12564,,,,5,27120,,,,30,794,,,,15,13994,,,,6,14931,,,,29,30975,,,,13,18670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:31:15,2,1.000000,49,12,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19058,145.70279,54,,,5.3,18.2,,,,15,15,29139,,,,29,3661,,,,2,11224,,,,6,15290,,,,5,7026,,,,30,10514,,,,13,13356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:36:47,2,1.000000,50,12,0,7,15.19130,145.70293,07:54:48.661875 05-Sep-2019,FastGPS,15.19058,145.70276,54,,,15.6,18.7,,,,15,2,32460,,,,15,28985,,,,5,5963,,,,30,18785,,,,13,280,,,,6,18044,,,,29,29622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,07:54:29,2,1.000000,51,14,0,7,15.19468,145.70558,09:09:06.150625 05-Sep-2019,FastGPS,15.19130,145.70293,54,,,4.5,18.7,,,,15,15,15450,,,,5,24739,,,,13,10700,,,,29,24966,,,,2,9860,,,,6,7482,,,,30,23945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,08:41:40,5,1.000000,52,21,0,6,15.19468,145.70558,09:09:06.150625 05-Sep-2019,FastGPS,15.19210,145.70377,54,,,4.2,19.7,,,,15,15,14687,,,,5,24093,,,,2,21260,,,,13,911,,,,30,879,,,,24,18860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178568,05-Sep-2019,09:08:46,1,1.000000,53,26,0,7,15.19255,145.71254,10:30:14 05-Sep-2019,MA,15.19468,145.70558,54,,,7.1,19.2,,,,15,24,28849,,,,15,27222,,,,5,22357,,,,13,22554,,,,2,24100,,,,12,1838,,,,29,6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
