DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
178568,178568,Mk10,17:07:34 11-Feb-2019,Argos,0,47.6796,-122.1329,1872,52554,66,101,,,,,,
178568,178568,Mk10,17:08:10 11-Feb-2019,Argos,2,47.6800,-122.1548,254,340,189,168,,,,,,Lon > 4 deviations from mean
178568,178568,Mk10,17:19:34 11-Feb-2019,Argos,3,47.6783,-122.1405,139,321,60,93,,,,,,
178568,178568,Mk10,17:50:34 11-Feb-2019,Argos,3,47.6757,-122.1373,188,751,46,104,,,,,,
178568,178568,Mk10,18:23:04 11-Feb-2019,Argos,1,47.6749,-122.1316,545,6851,43,106,,,,,,
178568,178568,Mk10,18:47:34 11-Feb-2019,Argos,3,47.6701,-122.1320,201,299,134,75,,,,,,
178568,178568,Mk10,19:01:04 11-Feb-2019,Argos,3,47.6766,-122.1341,118,209,66,95,,,,,,
178568,178568,Mk10,19:01:04 11-Feb-2019,Argos,3,47.6766,-122.1341,118,209,66,95,,,,,,
178568,178568,Mk10,19:36:04 11-Feb-2019,Argos,3,47.6810,-122.1411,171,283,103,87,,,,,,
178568,178568,Mk10,20:04:04 11-Feb-2019,Argos,3,47.6784,-122.1399,224,533,93,68,,,,,,
178568,178568,Mk10,20:34:46 11-Feb-2019,Argos,2,47.6782,-122.1414,380,1142,126,68,,,,,,
178568,178568,Mk10,21:09:14 11-Feb-2019,Argos,A,47.6972,-122.1323,785,2982,206,84,,,,,,Lat > 4 deviations from mean
178568,178568,Mk10,21:24:04 11-Feb-2019,Argos,B,47.6745,-122.1290,989,1674,584,116,,,,,,
178568,178568,Mk10,07:05:58 05-Sep-2019,Argos,B,15.1957,145.7131,,,,,,,,,,
178568,178568,Mk10,08:40:39 05-Sep-2019,Argos,A,15.1896,145.7057,549,5166,58,134,,,,,,
178568,178568,Mk10,08:46:17 05-Sep-2019,Argos,B,15.1474,145.7189,,,,,,,,,,
178568,178568,Mk10,09:57:29 05-Sep-2019,Argos,1,22.2252,175.9091,796,7609,83,77,,,,,,Lat > 4 deviations from mean
178568,178568,Mk10,10:15:27 05-Sep-2019,Argos,B,15.1899,145.6867,923,2488,342,82,,,,,,
178568,178568,Mk10,10:30:14 05-Sep-2019,Argos,3,15.1925,145.7125,187,508,68,97,,,,,,
178568,178568,Mk10,11:10:05 05-Sep-2019,Argos,2,15.1861,145.7153,267,784,90,119,,,,,,
178568,178568,Mk10,11:31:54 05-Sep-2019,Argos,A,15.1865,145.7092,182,317,104,134,,,,,,
178568,178568,Mk10,11:43:09 05-Sep-2019,Argos,B,15.1860,145.7083,409,675,247,7,,,,,,
178568,178568,Mk10,12:10:13 05-Sep-2019,Argos,B,15.1847,145.7101,609,3452,107,0,,,,,,
178568,178568,Mk10,12:53:42 05-Sep-2019,Argos,B,15.1822,145.7085,906,2028,404,167,,,,,,
178568,178568,Mk10,18:44:50 05-Sep-2019,Argos,1,15.1871,145.7055,564,4973,64,0,,,,,,
178568,178568,Mk10,19:52:28 05-Sep-2019,Argos,0,15.1955,145.7051,2366,14572,384,48,,,,,,
178568,178568,Mk10,20:25:25 05-Sep-2019,Argos,A,15.1955,145.7087,1398,6928,282,63,,,,,,
178568,178568,Mk10,21:08:02 05-Sep-2019,Argos,2,15.1893,145.6957,283,1489,53,65,,,,,,
178568,178568,Mk10,22:58:47 05-Sep-2019,Argos,0,15.1853,145.6980,4255,81928,221,86,,,,,,
178568,178568,Mk10,23:38:39 05-Sep-2019,Argos,B,15.1838,145.6972,4019,8171,1976,86,,,,,,
178568,178568,Mk10,00:09:05 06-Sep-2019,Argos,B,15.1839,145.6975,2163,20419,229,62,,,,,,
178568,178568,Mk10,00:40:43 06-Sep-2019,Argos,B,15.1848,145.7049,767,4691,125,22,,,,,,
178568,178568,Mk10,05:57:54 06-Sep-2019,Argos,B,15.1875,145.7164,2220,3044,1618,77,,,,,,
178568,178568,Mk10,07:31:56 06-Sep-2019,Argos,0,15.1901,145.6984,2755,85946,88,109,,,,,,
