,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
171233,06-Aug-2018,16:52:00,1,36002.000000,35,8,0,4,,,,,,,,,,,,,,15,17,7381,,,,1,8770,,,,28,15056,,,,11,26439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,17:10:00,2,36002.000000,36,8,1,4,,,,,,,,,,,,,,15,1,11018,,,,11,18674,,,,28,18295,,,,22,12177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,20:03:53,1,36002.000000,41,17,0,7,,,,,,,,,,,,,,15,17,3126,,,,23,5160,,,,9,32346,,,,19,30612,,,,6,6667,,,,7,6942,,,,1,4250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,21:37:04,1,36002.000000,43,19,0,7,,,,,,,,,,,,,,15,7,23061,,,,19,17316,,,,30,9006,,,,6,10174,,,,9,25232,,,,17,8836,,,,2,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,21:38:00,1,36002.000000,44,19,0,7,,,,,,,,,,,,,,15,7,21290,,,,17,3734,,,,19,13595,,,,30,8426,,,,6,9114,,,,13,6940,,,,2,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,22:31:00,1,36002.000000,48,19,0,7,,,,,,,,,,,,,,15,17,7199,,,,6,27781,,,,19,14588,,,,7,24763,,,,5,1837,,,,13,31456,,,,30,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,06-Aug-2018,23:06:00,1,36002.000000,49,20,0,7,,,,,,,,,,,,,,15,13,6615,,,,7,5005,,,,2,9926,,,,6,8979,,,,5,22465,,,,17,14940,,,,30,17939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,07-Aug-2018,02:20:50,1,36002.000000,52,22,0,6,,,,,,,,,,,,,,15,15,10603,,,,5,5390,,,,24,12735,,,,2,12,,,,13,18346,,,,12,14768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,07-Aug-2018,04:26:00,1,36002.000000,54,24,0,7,,,,,,,,,,,,,,15,15,21730,,,,12,22137,,,,24,1943,,,,21,30082,,,,13,8800,,,,5,29440,,,,20,17914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171233,07-Aug-2018,07:39:05,1,36002.000000,57,27,0,7,,,,,,,,,,,,,,15,4,13947,,,,31,26438,,,,29,29621,,,,26,28796,,,,14,11294,,,,25,29611,,,,32,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
