Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
178577,18-Apr-2022,13:09:17,4,99.000000,61,1,0,8,,,,,,,,,,,,,,,15,6,1710,,,,2,10170,,,,11,5692,,,,13,18280,,,,30,16595,,,,5,240,,,,15,21288,,,,20,17234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,18-Apr-2022,19:23:25,3,99.000000,62,1,0,8,,,,,,,,,,,,,,,15,10,1072,,,,25,18523,,,,23,12728,,,,32,15434,,,,12,18555,,,,15,24805,,,,24,9861,,,,31,18002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,19-Apr-2022,01:23:30,2,99.000000,63,1,0,8,,,,,,,,,,,,,,,15,27,7923,,,,8,856,,,,4,11785,,,,31,16058,,,,21,482,,,,26,21343,,,,16,31749,,,,22,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,19-Apr-2022,08:04:32,1,99.000000,64,6,0,7,,,,,,,,,,,,,,,15,28,24228,,,,14,13340,,,,6,21866,,,,17,7031,,,,1,13690,,,,19,20144,,,,30,28116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,19-Apr-2022,20:10:02,3,99.000000,66,9,0,8,,,,,,,,,,,,,,,15,25,4146,,,,29,26360,,,,10,19586,,,,12,22135,,,,15,29368,,,,24,27831,,,,32,16420,,,,23,22150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,02:14:20,6,99.000000,67,9,0,6,,,,,,,,,,,,,,,15,8,14562,,,,27,4032,,,,21,25700,,,,4,27906,,,,31,18548,,,,16,15271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,08:20:22,1,99.000000,68,10,0,8,,,,,,,,,,,,,,,15,28,25931,,,,14,1652,,,,19,3960,,,,9,1616,,,,1,20512,,,,3,10126,,,,6,15100,,,,17,11506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,13:42:10,1,99.000000,71,10,0,7,,,,,,,,,,,,,,,15,2,15542,,,,11,23818,,,,6,12524,,,,20,27989,,,,15,28516,,,,30,26540,,,,13,9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,13:43:00,3,99.000000,72,10,0,7,,,,,,,,,,,,,,,15,11,21542,,,,2,13718,,,,13,6436,,,,15,27721,,,,6,7574,,,,30,22208,,,,20,26935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,13:45:41,1,99.000000,73,11,0,7,,,,,,,,,,,,,,,15,2,18018,,,,30,18591,,,,11,24400,,,,13,8103,,,,6,1995,,,,20,1124,,,,5,28924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,13:50:50,1,99.000000,74,13,0,7,,,,,,,,,,,,,,,15,11,839,,,,2,30000,,,,6,28005,,,,15,21580,,,,30,15579,,,,20,18874,,,,13,15328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178577,20-Apr-2022,14:00:53,1,99.000000,76,17,0,7,,,,,,,,,,,,,,,15,11,30658,,,,2,32650,,,,6,28263,,,,20,2678,,,,15,6859,,,,28,13972,,,,13,10062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
