DeployID,Ptt,Instr,Count,Date,Disposition,Code
178577,178577,Mk10,14,13:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,14:00:00 18-Apr-2022,deep,1
178577,178577,Mk10,14,15:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,16:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,17:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,18:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,19:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,20:00:00 18-Apr-2022,neither,2
178577,178577,Mk10,14,21:00:00 18-Apr-2022,deep,1
178577,178577,Mk10,14,22:00:00 18-Apr-2022,deep,1
178577,178577,Mk10,14,23:00:00 18-Apr-2022,deep,1
178577,178577,Mk10,11,00:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,01:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,02:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,03:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,04:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,05:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,06:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,07:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,08:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,09:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,10:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,11:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,12:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,13:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,14:00:00 19-Apr-2022,deep,1
178577,178577,Mk10,11,15:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,16:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,17:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,18:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,19:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,20:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,21:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,22:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,11,23:00:00 19-Apr-2022,neither,2
178577,178577,Mk10,8,00:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,01:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,02:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,03:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,04:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,05:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,06:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,07:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,08:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,09:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,10:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,11:00:00 20-Apr-2022,dry,0
178577,178577,Mk10,8,12:00:00 20-Apr-2022,dry,0
178577,178577,Mk10,8,13:00:00 20-Apr-2022,dry,0
178577,178577,Mk10,8,14:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,15:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,16:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,17:00:00 20-Apr-2022,neither,2
178577,178577,Mk10,8,18:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,19:00:00 20-Apr-2022,deep,1
178577,178577,Mk10,8,20:00:00 20-Apr-2022,neither,2
