DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
178577,178577,,Mk10,,,21:17:30 18-Apr-2022,,B,13.4627,144.6397,CRC,0,0,,512,3.568,1.016,0.152,28.40,3.5,0.0,0,,,,,,,,,,,184,23,23,80,,,,,,,,63,1,0,,,,
178577,178577,,Mk10,,23:56:51 18-Apr-2022,23:58:30 18-Apr-2022,99,B,13.4543,144.6201,CRC,0,0,,,,1.008,0.188,,3.0,0.0,0,,,,,,,,,,,195,23,23,80,,,,,,,,63,1,0,,,,
178577,178577,,Mk10,,,11:54:27 19-Apr-2022,,A,13.4496,144.6249,CRC,0,0,,768,3.568,1.008,0.184,28.30,3.0,46.0,0,,,,,,,,,,,188,21,255,80,16,,,,,,,70,6,0,,,,
178577,178577,,Mk10,,,20:15:35 19-Apr-2022,,0,13.4505,144.6213,CRC,0,0,,960,3.568,1.008,0.164,28.30,3.0,46.0,0,,,,,,,,,,,230,21,255,80,16,,,,,,,75,9,0,,,,
178577,178577,,Mk10,,23:12:19 20-Apr-2022,23:13:59 20-Apr-2022,100,A,13.4633,144.6456,CRC,0,0,,,,1.008,0.216,,2.5,38.0,0,,,,,,,,,,,107,20,255,80,16,,,,,,,121,30,0,,,,
178577,178577,,Mk10,,,09:33:35 21-Apr-2022,,2,13.4460,144.6669,CRC,0,0,,1728,3.568,1.008,0.168,28.70,3.0,26.0,0,,,,,,,,,,,176,19,255,72,16,,,,,,,123,31,0,,,,
178577,178577,,Mk10,,23:34:58 21-Apr-2022,23:36:38 21-Apr-2022,100,B,13.4484,144.6658,CRC,0,0,,,,1.008,0.160,,3.0,26.0,0,,,,,,,,,,,99,19,255,72,16,,,,,,,128,33,0,,,,
178577,178577,,Mk10,,23:40:33 23-Apr-2022,23:42:12 23-Apr-2022,99,B,13.4606,144.6562,CRC,0,0,,,,1.008,0.168,,3.0,30.0,0,,,,,,,,,,,192,19,255,72,16,,,,,,,136,34,0,,,,
178577,178577,,Mk10,,,19:18:24 24-Apr-2022,,,,,CRC,0,0,,2752,3.568,1.000,0.188,28.40,3.5,38.0,0,,,,,,,,,,,174,19,255,72,16,,,,,,,143,37,0,,,,
178577,178577,,Mk10,,,20:38:29 29-Apr-2022,,B,13.4579,144.6637,CRC,0,0,,4608,3.568,1.008,0.152,28.40,3.5,38.0,0,,,,,,,,,,,90,18,255,72,16,,,,,,,173,48,0,,,,
178577,178577,,Mk10,,,08:21:02 02-May-2022,,B,13.4639,144.6700,CRC,0,0,,5568,3.568,1.008,0.160,28.60,3.0,38.0,0,,,,,,,,,,,81,18,255,77,16,,,,,,,235,79,0,,,,
178577,178577,,Mk10,,11:12:02 02-May-2022,11:13:42 02-May-2022,100,B,13.4689,144.6668,CRC,0,0,,,,1.016,0.236,,3.0,38.0,0,,,,,,,,,,,155,18,255,77,16,,,,,,,235,79,0,,,,
178577,178577,,Mk10,,12:44:22 03-May-2022,12:46:02 03-May-2022,100,B,13.4819,144.6490,CRC,0,0,,,,1.008,0.156,,3.0,38.0,0,,,,,,,,,,,193,18,255,77,16,,,,,,,240,79,0,,,,
178577,178577,,Mk10,,07:48:36 04-May-2022,07:50:16 04-May-2022,100,A,13.4633,144.6546,CRC,0,0,,,,1.008,0.156,,3.5,38.0,0,,,,,,,,,,,132,18,255,76,16,,,,,,,244,80,0,,,,
178577,178577,,Mk10,,23:07:18 04-May-2022,23:08:58 04-May-2022,100,B,13.4560,144.6603,CRC,0,0,,,,1.016,0.156,,3.0,38.0,0,,,,,,,,,,,229,18,255,76,16,,,,,,,246,80,0,,,,
178577,178577,,Mk10,,22:03:14 06-May-2022,22:04:54 06-May-2022,100,A,13.4715,144.6414,CRC,0,0,,,,1.016,0.156,,3.5,38.0,0,,,,,,,,,,,196,18,255,76,16,,,,,,,254,80,0,,,,
178577,178577,,Mk10,,20:35:57 07-May-2022,20:37:37 07-May-2022,100,A,13.4757,144.6630,CRC,0,0,,,,1.008,0.172,,3.0,40.0,0,,,,,,,,,,,252,18,255,74,16,,,,,,,257,80,0,,,,
178577,178577,,Mk10,,08:41:03 08-May-2022,08:42:43 08-May-2022,100,0,13.4529,144.6657,CRC,0,0,,,,1.016,0.196,,3.5,18.0,0,,,,,,,,,,,199,18,255,74,16,,,,,,,259,80,0,,,,
178577,178577,,Mk10,,00:05:01 09-May-2022,00:06:41 09-May-2022,100,A,13.4613,144.6635,CRC,0,0,,,,1.008,0.172,,3.0,38.0,0,,,,,,,,,,,184,18,255,74,16,,,,,,,265,83,0,,,,
178577,178577,,Mk10,,,11:08:09 10-May-2022,,1,13.4628,144.6677,CRC,0,0,,7808,3.504,1.008,0.248,28.60,3.0,40.0,0,,,,,,,,,,,158,17,255,75,16,,,,,,,270,83,0,,,,
178577,178577,,Mk10,,21:47:20 10-May-2022,21:49:00 10-May-2022,100,0,13.4565,144.6584,CRC,0,0,,,,1.016,0.256,,3.0,40.0,0,,,,,,,,,,,201,17,255,75,16,,,,,,,272,83,0,,,,
178577,178577,,Mk10,,12:34:25 11-May-2022,12:36:05 11-May-2022,100,B,13.4648,144.6554,CRC,0,0,,,,1.016,0.156,,3.0,46.0,0,,,,,,,,,,,99,18,255,75,16,,,,,,,275,84,0,,,,
178577,178577,,Mk10,,21:37:44 11-May-2022,21:39:24 11-May-2022,100,2,13.4511,144.6208,CRC,0,0,,,,1.008,0.216,,3.5,46.0,0,,,,,,,,,,,90,18,255,75,16,,,,,,,278,85,0,,,,
178577,178577,,Mk10,,,21:31:54 12-May-2022,,3,13.4433,144.6195,CRC,0,0,,8896,3.568,1.008,0.160,28.60,3.0,46.0,0,,,,,,,,,,,137,18,255,75,16,,,,,,,333,116,0,,,,
178577,178577,,Mk10,,11:51:50 13-May-2022,11:53:30 13-May-2022,100,2,13.4480,144.6231,CRC,0,0,,,,1.016,0.152,,3.0,32.0,0,,,,,,,,,,,255,18,255,75,16,,,,,,,375,134,0,,,,
178577,178577,,Mk10,,,19:02:47 13-May-2022,,A,13.4524,144.6385,CRC,0,0,,9472,3.568,1.016,0.188,28.80,3.0,32.0,0,,,,,,,,,,,127,18,255,75,16,,,,,,,414,151,0,,,,
