DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
178577,178577,Mk10,Strong,18-Apr-2022,23:56:51,18-Apr-2022,23:58:30
178577,178577,Mk10,Strong,24-Aug-2022,21:17:22,24-Aug-2022,21:19:05
