DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
178577,178577,Mk10,DS,3,0,2,133,94,13:45:39 18-Apr-2022,NN,A,13.4422,144.6428,4.0838,104.0552,,,401677349,-129
178577,178577,Mk10,DS,3,0,0,114,21,18:59:01 18-Apr-2022,SR,,,,,,,,401650000,
178577,178577,Mk10,DS,1,0,0,,,20:39:30 18-Apr-2022,SR,,,,,,,,401650000,
178577,178577,Mk10,DS,1,0,0,,,20:48:55 18-Apr-2022,A1,B,13.4579,144.6380,4.8269,103.9023,8,,401677354,-133
178577,178577,Mk10,DS,2,0,1,45,45,21:17:30 18-Apr-2022,NP,B,13.4529,144.6163,13.4529,144.6163,1,,401677345,-132
178577,178577,Mk10,DS,1,0,0,,,21:17:30 18-Apr-2022,NK,B,13.4627,144.6397,13.4627,144.6397,1,,401677350,-121
178577,178577,Mk10,DS,2,0,1,46,46,23:01:31 18-Apr-2022,NN,B,13.4525,144.6199,13.4525,144.6199,8,,401677347,-135
178577,178577,Mk10,DS,1,0,1,,,23:01:09 18-Apr-2022,NK,B,13.4506,144.6219,13.4506,144.6219,8,,401677352,-135
178577,178577,Mk10,DS,2,0,0,84,84,23:58:30 18-Apr-2022,MC,B,13.4543,144.6201,13.4543,144.6201,8,,401677350,-129
178577,178577,Mk10,DS,3,0,2,39,39,00:34:10 19-Apr-2022,MB,A,13.4673,144.6420,13.4673,144.6420,8,,401677351,-129
178577,178577,Mk10,DS,1,0,0,,,08:19:34 19-Apr-2022,NK,B,13.4966,144.7385,13.4966,144.7385,8,,401677324,-129
178577,178577,Mk10,DS,3,0,2,80,37,08:33:53 19-Apr-2022,A1,A,13.4524,144.6324,13.4524,144.6324,8,,401677353,-123
178577,178577,Mk10,DS,1,0,1,,,09:08:30 19-Apr-2022,SR,,,,,,,,401650000,
178577,178577,Mk10,DS,2,0,1,127,127,10:00:19 19-Apr-2022,NP,B,13.4466,144.6345,13.4466,144.6345,8,,401677351,-125
178577,178577,Mk10,DS,2,0,1,127,127,10:00:19 19-Apr-2022,NK,B,13.4451,144.6298,13.4451,144.6298,,,401677352,-120
178577,178577,Mk10,DS,2,0,1,97,97,10:59:19 19-Apr-2022,MC,B,13.4529,144.6273,13.4529,144.6273,8,,401677344,-118
178577,178577,Mk10,DS,1,0,1,,,11:46:59 19-Apr-2022,MB,B,13.4523,144.6303,13.4523,144.6303,8,,401677344,-133
178577,178577,Mk10,DS,3,0,2,288,198,11:54:26 19-Apr-2022,NN,A,13.4496,144.6249,13.4496,144.6249,6,,401677346,-126
178577,178577,Mk10,DS,3,0,1,131,108,12:40:59 19-Apr-2022,MC,A,13.4480,144.6286,13.4480,144.6286,8,,401677348,-119
178577,178577,Mk10,DS,4,0,2,58,40,20:14:01 19-Apr-2022,SR,0,13.4505,144.6213,13.4505,144.6213,58,,401677351,-128
178577,178577,Mk10,DS,5,0,2,57,20,21:00:01 19-Apr-2022,NP,0,13.4435,144.6294,13.4435,144.6294,58,,401677347,-127
178577,178577,Mk10,DS,2,0,1,351,351,22:30:29 19-Apr-2022,NK,B,13.4606,144.6524,13.4606,144.6524,8,,401677335,-121
178577,178577,Mk10,DS,2,0,1,206,206,22:38:03 19-Apr-2022,NP,B,13.4686,144.6381,13.4686,144.6381,6,,401677349,-121
178577,178577,Mk10,DS,2,0,1,104,104,23:32:39 19-Apr-2022,MC,B,13.4642,144.6562,13.4642,144.6562,8,,401677349,-120
178577,178577,Mk10,DS,1,0,1,,,00:16:25 20-Apr-2022,MB,B,13.4629,144.6620,13.4629,144.6620,8,,401677349,-135
178577,178577,Mk10,DS,1,0,1,,,06:55:51 20-Apr-2022,SR,B,13.4668,144.6577,13.4668,144.6577,8,,401677346,-132
178577,178577,Mk10,DS,1,0,0,,,08:12:59 20-Apr-2022,NP,B,13.4729,144.6811,13.4729,144.6811,8,,401677351,-132
178577,178577,Mk10,DS,1,0,0,,,08:19:56 20-Apr-2022,A1,B,13.4530,144.6899,13.4530,144.6899,8,,401677344,-129
178577,178577,Mk10,DS,8,0,2,72,16,08:35:57 20-Apr-2022,SR,2,13.4490,144.6234,13.4490,144.6234,46,,401677347,-119
178577,178577,Mk10,DS,1,0,1,,,09:43:05 20-Apr-2022,NK,B,13.4452,144.6312,13.4452,144.6312,8,,401677346,-135
178577,178577,Mk10,DS,9,0,3,50,15,09:53:57 20-Apr-2022,NP,0,13.4437,144.6119,13.4437,144.6119,56,,401677349,-125
178577,178577,Mk10,DS,1,0,0,,,11:26:29 20-Apr-2022,MB,B,13.4379,144.5977,13.4379,144.5977,8,,401677349,-133
178577,178577,Mk10,DS,6,0,0,90,90,11:43:34 20-Apr-2022,NN,3,13.4494,144.6245,13.4494,144.6245,56,,401677345,-131
178577,178577,Mk10,DS,2,0,0,90,90,12:20:19 20-Apr-2022,MC,B,13.4478,144.6334,13.4478,144.6334,8,,401677349,-131
178577,178577,Mk10,DS,2,0,2,39,39,20:21:44 20-Apr-2022,A1,B,13.4687,144.6664,,,8,,401677349,-138
178577,178577,Mk10,DS,1,0,0,,,20:24:20 20-Apr-2022,NK,B,13.4677,144.6667,13.4677,144.6667,6,,401677358,-133
