DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
171259,171259,UT,1.00a,72,1547,99,1,2025,,,,,44,04:41:18 27-Oct-2017,11:26:40 27-May-2018,212,04:45:31 27-Oct-2017,00:00:00 23-May-2018,208,,,02:00:00 27-Oct-2017
