DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
142747,142747,Mk10,Strong,20-Sep-2014,00:17:45,20-Sep-2014,00:17:47
142747,142747,Mk10,Strong,04-Nov-2016,00:57:20,04-Nov-2016,00:57:22
