DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
171254,171254,Mk10,,56,743,95,1,1038,,,,,44,02:48:11 07-Jun-2017,08:13:01 05-Jan-2018,212,02:51:10 07-Jun-2017,12:00:00 04-Jan-2018,211,,,
