,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
171254,27-Oct-2017,00:15:00,1,4.000000,34,,0,9,,,,,,,,,,,,,,15,17,12511,,,,28,5909,,,,23,11332,,,,9,22038,,,,6,29613,,,,7,5953,,,,3,3020,,,,1,22106,,,,22,22336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,27-Oct-2017,19:01:02,1,4.000000,37,,0,9,,,,,,,,,,,,,,15,11,7679,,,,8,2894,,,,27,17476,,,,7,11434,,,,4,26793,,,,1,22873,,,,10,7286,,,,16,30805,,,,23,29484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,02-Nov-2017,02:05:30,2,4.000000,57,40,0,5,,,,,,,,,,,,,,15,17,14526,,,,19,14875,,,,9,17344,,,,2,3376,,,,6,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,04-Nov-2017,04:10:11,1,4.000000,65,49,0,8,,,,,,,,,,,,,,15,13,23852,,,,15,810,,,,6,11383,,,,5,31716,,,,7,28617,,,,2,6257,,,,29,5028,,,,30,17461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,05-Nov-2017,05:38:48,1,4.000000,69,,0,9,,,,,,,,,,,,,,15,5,10495,,,,13,30378,,,,2,21229,,,,15,9244,,,,30,22741,,,,29,12654,,,,24,12702,,,,20,30447,,,,28,12986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,07-Nov-2017,08:29:24,1,4.000000,77,63,0,4,,,,,,,,,,,,,,15,15,30087,,,,24,32467,,,,5,21598,,,,12,8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,08-Nov-2017,22:26:19,1,4.000000,83,71,0,6,,,,,,,,,,,,,,15,23,22038,,,,3,20628,,,,9,31424,,,,7,28620,,,,28,32097,,,,17,16930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,09-Nov-2017,17:27:00,2,4.000000,86,75,0,4,,,,,,,,,,,,,,15,8,21395,,,,27,634,,,,26,15078,,,,16,19499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,10-Nov-2017,18:19:41,1,4.000000,90,77,0,6,,,,,,,,,,,,,,15,7,4328,,,,11,11166,,,,8,961,,,,1,17392,,,,16,5778,,,,26,13514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,13-Nov-2017,02:55:03,1,4.000000,99,88,0,8,,,,,,,,,,,,,,15,6,18353,,,,5,13138,,,,2,24244,,,,9,17127,,,,30,16078,,,,17,10855,,,,13,21772,,,,7,7449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,13-Nov-2017,09:04:51,1,4.000000,100,88,0,6,,,,,,,,,,,,,,15,12,31964,,,,15,3202,,,,20,5186,,,,18,12148,,,,25,1398,,,,24,5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,14-Nov-2017,16:58:21,1,4.000000,105,,0,9,,,,,,,,,,,,,,15,27,6193,,,,8,12156,,,,11,20142,,,,16,4793,,,,23,24779,,,,4,31234,,,,26,8928,,,,31,3834,,,,18,20587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,16-Nov-2017,06:46:04,1,4.000000,111,110,0,5,,,,,,,,,,,,,,15,15,22168,,,,5,7910,,,,12,30236,,,,24,1149,,,,21,28327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,24-Nov-2017,23:53:02,1,4.000000,144,163,0,7,,,,,,,,,,,,,,15,17,11944,,,,9,20410,,,,23,31667,,,,7,10075,,,,19,26355,,,,28,28614,,,,5,13461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171254,30-Nov-2017,00:10:12,1,5.000000,163,183,0,6,,,,,,,,,,,,,,15,9,10794,,,,17,3255,,,,7,20094,,,,19,1132,,,,6,13018,,,,30,26570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
