DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171254,171254,Mk10,Strong,07-Jun-2017,02:51:10,07-Jun-2017,02:51:11
171254,171254,Mk10,Strong,21-Dec-2017,07:42:40,21-Dec-2017,07:42:45
