DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
178580,178580,Mk10,23:41:43 28-Apr-2022,Argos,B,13.4566,144.6304,,,,,,,,,,
178580,178580,Mk10,00:27:48 29-Apr-2022,Argos,A,13.4451,144.6155,8285,30796,2228,128,,,,,,
178580,178580,Mk10,00:29:28 29-Apr-2022,Argos,0,13.4558,144.6310,1605,18646,138,71,,,,,,
178580,178580,Mk10,02:06:42 29-Apr-2022,Argos,B,13.4565,144.6308,3023,3722,2454,73,,,,,,
178580,178580,Mk10,08:55:21 29-Apr-2022,Argos,B,13.4441,144.6328,2624,10199,675,93,,,,,,
178580,178580,Mk10,09:40:41 29-Apr-2022,Argos,2,13.4450,144.6159,483,3076,75,71,,,,,,
178580,178580,Mk10,10:55:15 29-Apr-2022,Argos,A,13.4539,144.6169,1605,5516,466,116,,,,,,
178580,178580,Mk10,11:36:30 29-Apr-2022,Argos,B,13.4551,144.6140,926,1037,826,100,,,,,,
178580,178580,Mk10,11:44:00 29-Apr-2022,Argos,B,13.4543,144.6155,993,1106,890,94,,,,,,
178580,178580,Mk10,13:14:45 29-Apr-2022,Argos,B,13.4531,144.6177,989,5071,192,151,,,,,,
178580,178580,Mk10,23:27:20 29-Apr-2022,Argos,B,13.4402,144.6259,2233,88530,56,66,,,,,,
178580,178580,Mk10,00:14:27 30-Apr-2022,Argos,B,13.4874,144.7157,1050,3279,336,111,,,,,,
178580,178580,Mk10,07:17:01 30-Apr-2022,Argos,A,13.5718,144.7132,6152,15975,2368,23,,,,,,
178580,178580,Mk10,09:38:08 30-Apr-2022,Argos,B,13.5615,144.7699,7971,21074,3014,48,,,,,,
178580,178580,Mk10,10:28:13 30-Apr-2022,Argos,A,13.5359,144.7467,3999,8681,1842,63,,,,,,
178580,178580,Mk10,11:28:08 30-Apr-2022,Argos,B,13.5225,144.7233,6022,8812,4114,60,,,,,,
178580,178580,Mk10,12:06:15 30-Apr-2022,Argos,A,13.4533,144.6575,1469,12362,174,121,,,,,,
178580,178580,Mk10,20:45:32 30-Apr-2022,Argos,B,13.4874,144.5218,7593,218380,264,107,,,,,,
178580,178580,Mk10,21:11:11 30-Apr-2022,Argos,B,13.4545,144.5737,4856,13027,1810,103,,,,,,
178580,178580,Mk10,21:11:11 30-Apr-2022,Argos,B,13.4789,144.5584,5743,18371,1795,108,,,,,,
178580,178580,Mk10,22:52:03 30-Apr-2022,Argos,B,13.4412,144.5718,7048,12201,4071,109,,,,,,
178580,178580,Mk10,01:37:38 01-May-2022,Argos,A,13.4518,144.6374,2996,44432,202,91,,,,,,
178580,178580,Mk10,09:22:41 01-May-2022,Argos,1,13.4754,144.6552,1326,7157,245,178,,,,,,
178580,178580,Mk10,09:29:20 01-May-2022,Argos,B,13.4718,144.6541,1507,3531,642,4,,,,,,
178580,178580,Mk10,09:57:24 01-May-2022,Argos,B,13.4553,144.6525,1521,1826,1266,36,,,,,,
178580,178580,Mk10,11:52:24 01-May-2022,Argos,A,13.4477,144.6650,1086,10912,108,66,,,,,,
178580,178580,Mk10,20:43:11 01-May-2022,Argos,B,13.4562,144.6592,2935,4776,1803,78,,,,,,
178580,178580,Mk10,22:48:25 01-May-2022,Argos,B,13.4345,144.6510,3218,4269,2425,28,,,,,,
178580,178580,Mk10,23:42:22 01-May-2022,Argos,B,13.4358,144.6474,3245,4949,2127,29,,,,,,
178580,178580,Mk10,23:42:22 01-May-2022,Argos,B,13.4404,144.6508,3010,4116,2201,27,,,,,,
178580,178580,Mk10,13:07:58 02-May-2022,Argos,B,13.4432,144.6493,4096,7382,2272,53,,,,,,
178580,178580,Mk10,20:07:17 02-May-2022,Argos,B,13.4464,144.6359,4103,137326,122,76,,,,,,
178580,178580,Mk10,20:23:52 02-May-2022,Argos,B,13.4469,144.6373,3321,27449,401,77,,,,,,
178580,178580,Mk10,22:07:10 02-May-2022,Argos,B,13.4399,144.6249,4345,17642,1070,76,,,,,,
178580,178580,Mk10,23:28:46 02-May-2022,Argos,B,13.4508,144.6679,1538,3894,607,144,,,,,,
178580,178580,Mk10,09:07:57 03-May-2022,Argos,0,13.4505,144.6524,1583,6420,390,147,,,,,,
178580,178580,Mk10,10:35:28 03-May-2022,Argos,3,13.4519,144.6616,245,300,200,108,,,,,,
178580,178580,Mk10,10:42:40 03-May-2022,Argos,B,13.4535,144.6609,612,727,514,71,,,,,,
178580,178580,Mk10,11:07:17 03-May-2022,Argos,B,13.4533,144.6611,1160,1230,1092,88,,,,,,
178580,178580,Mk10,11:55:14 03-May-2022,Argos,B,13.4542,144.6654,1414,1516,1318,55,,,,,,
178580,178580,Mk10,12:24:38 03-May-2022,Argos,B,13.4542,144.6658,1408,1498,1323,65,,,,,,
178580,178580,Mk10,19:33:37 03-May-2022,Argos,B,13.4567,144.6991,2518,5092,1245,90,,,,,,
178580,178580,Mk10,21:32:10 03-May-2022,Argos,1,13.4528,144.6663,1279,19421,84,84,,,,,,
178580,178580,Mk10,21:33:12 03-May-2022,Argos,B,13.4528,144.6676,1237,12121,126,84,,,,,,
178580,178580,Mk10,23:24:14 03-May-2022,Argos,B,13.4502,144.6667,1775,2931,1074,93,,,,,,
