DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
152578,152578,,Mk10,,,19:09:32 25-Aug-2015,,,,,,0,0,,38,3.504,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,19:58:29 25-Aug-2015,19:58:32 25-Aug-2015,3,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,19:59:29 25-Aug-2015,19:59:32 25-Aug-2015,3,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,20:03:29 25-Aug-2015,20:03:32 25-Aug-2015,3,B,47.6760,-122.1470,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,20:06:29 25-Aug-2015,20:06:32 25-Aug-2015,3,B,47.6760,-122.1470,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,20:44:29 25-Aug-2015,20:44:32 25-Aug-2015,3,A,47.6800,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,20:45:32 25-Aug-2015,,A,47.6800,-122.1370,,1,0,,134,3.440,,,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,20:47:29 25-Aug-2015,20:47:32 25-Aug-2015,3,A,47.6800,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,21:37:32 25-Aug-2015,,1,47.6770,-122.1360,,1,0,,186,3.440,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,21:38:29 25-Aug-2015,21:38:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,21:41:32 25-Aug-2015,,1,47.6770,-122.1360,,1,0,,190,3.440,1.080,0.176,23.50,-1.0,0.0,0,,,,,,,,,,,,37,37,80,,,,,,,,,,,
152578,152578,,Mk10,,21:43:29 25-Aug-2015,21:43:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,21:44:29 25-Aug-2015,21:44:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,21:45:32 25-Aug-2015,,1,47.6770,-122.1360,,1,0,,194,3.504,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,21:46:29 25-Aug-2015,21:46:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,21:47:29 25-Aug-2015,21:47:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,21:48:29 25-Aug-2015,21:48:32 25-Aug-2015,3,1,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,21:49:32 25-Aug-2015,,1,47.6770,-122.1360,,1,0,,198,3.440,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,22:22:29 25-Aug-2015,22:22:32 25-Aug-2015,3,B,47.6770,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,23:26:29 25-Aug-2015,23:26:32 25-Aug-2015,3,1,47.6780,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,23:27:29 25-Aug-2015,23:27:32 25-Aug-2015,3,1,47.6780,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,23:28:29 25-Aug-2015,23:28:32 25-Aug-2015,3,1,47.6780,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,23:29:32 25-Aug-2015,,1,47.6780,-122.1330,,1,0,,298,3.376,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,23:57:32 25-Aug-2015,,3,47.6780,-122.1360,,1,0,,326,3.376,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,23:59:29 25-Aug-2015,23:59:32 25-Aug-2015,3,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,00:00:29 26-Aug-2015,00:00:32 26-Aug-2015,3,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,00:02:29 26-Aug-2015,00:02:32 26-Aug-2015,3,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,00:03:29 26-Aug-2015,00:03:32 26-Aug-2015,3,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,00:04:29 26-Aug-2015,00:04:32 26-Aug-2015,3,3,47.6780,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,00:06:29 26-Aug-2015,00:06:32 26-Aug-2015,3,3,47.6780,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,07:41:40 30-Sep-2015,07:41:41 30-Sep-2015,1,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,07:43:10 30-Sep-2015,07:43:11 30-Sep-2015,1,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,23:27:10 30-Sep-2015,23:46:48 15-Oct-2015,1297178,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,03:30:00 25-Oct-2015,03:49:39 09-Nov-2015,1297179,,,,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,06:49:08 12-Nov-2015,,,,,,0,0,,2831,3.376,,,28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,08:06:04 22-Nov-2015,,,,,,0,0,,3097,3.440,,,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,05:38:39 25-Nov-2015,,,,,,0,0,,3983,3.376,,,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,11:52:26 04-Dec-2015,11:53:15 04-Dec-2015,49,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,20:56:30 12-Dec-2015,20:57:19 12-Dec-2015,49,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,08:45:30 15-Dec-2015,08:46:19 15-Dec-2015,49,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,00:56:09 16-Dec-2015,,,,,,0,0,,5903,3.376,,,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,07:41:59 16-Dec-2015,07:42:48 16-Dec-2015,49,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,09:00:35 31-Dec-2015,,,,,,1,0,,62712,3.440,0.128,0.592,43.80,,-40.0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,
152578,152578,,Mk10,,20:48:00 31-Dec-2015,20:48:50 31-Dec-2015,50,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,11:28:20 01-Jan-2016,11:29:09 01-Jan-2016,49,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152578,152578,,Mk10,,,06:49:25 03-Jan-2016,,B,15.0880,145.7790,,1,0,,50181,2.800,,,26.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
