DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
138963,138963,,Mk10,,00:54:25 22-May-2014,00:54:26 22-May-2014,1,1,47.6800,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,,00:55:26 22-May-2014,,1,47.6800,-122.1340,,1,0,,37,3.568,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,00:57:25 22-May-2014,00:57:26 22-May-2014,1,1,47.6800,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,00:58:25 22-May-2014,00:58:26 22-May-2014,1,1,47.6800,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,01:38:25 22-May-2014,01:38:26 22-May-2014,1,3,47.6770,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,,01:39:26 22-May-2014,,3,47.6770,-122.1350,,1,0,,81,3.568,,,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,01:40:25 22-May-2014,01:40:26 22-May-2014,1,3,47.6770,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,01:42:25 22-May-2014,01:42:26 22-May-2014,1,3,47.6770,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,,01:43:26 22-May-2014,,3,47.6770,-122.1350,,1,0,,85,3.568,,,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138963,138963,,Mk10,,01:44:25 22-May-2014,01:44:26 22-May-2014,1,3,47.6770,-122.1350,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
