DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149135,149135,Mk10,Strong,03-May-2015,18:27:20,03-May-2015,18:27:21
149135,149135,Mk10,Strong,30-Jul-2015,10:45:50,30-Jul-2015,10:45:54
