DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171253,171253,Mk10,Strong,07-Jun-2017,02:51:33,07-Jun-2017,02:51:34
171253,171253,Mk10,Strong,30-Oct-2017,20:42:30,30-Oct-2017,20:42:31
