DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
149126,149126,,Mk10,,18:25:46 03-May-2015,18:25:46 03-May-2015,0,A,47.6770,-122.1320,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,18:26:46 03-May-2015,18:26:46 03-May-2015,0,A,47.6770,-122.1320,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,,18:28:46 03-May-2015,,A,47.6770,-122.1320,,0,0,,34,3.440,,,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,,19:16:47 03-May-2015,,A,47.6770,-122.1330,,1,0,,82,3.440,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,19:17:46 03-May-2015,19:17:46 03-May-2015,0,A,47.6770,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,19:19:46 03-May-2015,19:19:46 03-May-2015,0,A,47.6770,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,19:34:46 03-May-2015,19:34:47 03-May-2015,1,2,47.6760,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,19:35:46 03-May-2015,19:35:47 03-May-2015,1,2,47.6760,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,,19:36:47 03-May-2015,,2,47.6760,-122.1340,,1,0,,102,3.440,,,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,19:37:46 03-May-2015,19:37:47 03-May-2015,1,2,47.6760,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,20:02:46 03-May-2015,20:02:46 03-May-2015,0,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,20:03:46 03-May-2015,20:03:46 03-May-2015,0,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149126,149126,,Mk10,,,20:04:46 03-May-2015,,3,47.6780,-122.1360,,1,0,,130,3.440,,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
