DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149133,149133,Mk10,Strong,03-May-2015,18:29:23,03-May-2015,18:29:24
149133,149133,Mk10,Strong,08-Aug-2015,19:23:52,08-Aug-2015,19:23:59
