DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
176763,176763,Mk10,Weak,22-Jul-2018,12:00:00,22-Jul-2018,22:00:01
176763,176763,Mk10,Strong,09-Aug-2018,13:29:50,09-Aug-2018,23:29:50
176763,176763,Mk10,Strong,04-Nov-2018,20:22:50,05-Nov-2018,06:22:47
